date,market_kospi_ma5_ratio,market_kospi_ma20_ratio,market_kospi_ma60_ratio,market_kospi_ma120_ratio,bond_k3y_ma5_ratio,bond_k3y_ma20_ratio,bond_k3y_ma60_ratio,bond_k3y_ma120_ratio
20190302,-0.012832,-0.005863803,0.03428031,0.020895099,0.000236452,0.000477566,0.001732779,0.003375832
20190303,-0.012832,-0.005863803,0.03428031,0.020895099,0.000236452,0.000477566,0.001732779,0.003375832
20190304,-0.011439523,-0.00819221,0.031408412,0.019133185,-0.00043655,-0.000297896,0.001013264,0.002617421
20190305,-0.011841243,-0.012764309,0.02536421,0.014380694,-0.00043659,-0.00043659,0.000938897,0.002508666
20190306,-0.008903241,-0.013755292,0.023305849,0.013207614,4.55E-05,2.50E-05,0.001432244,0.002993625
20190307,-0.007130446,-0.017363392,0.018281009,0.009226171,-0.002175219,-0.002722082,-0.001390563,0.000128093
20190308,-0.014888417,-0.028772346,0.004667316,-0.00338729,-0.001065409,-0.002042311,-0.000753761,0.000726751
20190309,-0.014888417,-0.028772346,0.004667316,-0.00338729,-0.001065409,-0.002042311,-0.000753761,0.000726751
20190310,-0.014888417,-0.028772346,0.004667316,-0.00338729,-0.001065409,-0.002042311,-0.000753761,0.000726751
20190311,-0.009786782,-0.027611893,0.004431451,-0.002500007,-0.000910996,-0.002179066,-0.001047502,0.000432925
20190312,0.001094248,-0.018408903,0.012749114,0.00688839,-0.000610634,-0.002161203,-0.001200812,0.000276322
20190313,-0.000453187,-0.021463163,0.007885576,0.003342234,0.000401182,-0.001460678,-0.000631512,0.000845288
20190314,0.003873576,-0.017126721,0.010484673,0.007237325,0.000391989,-0.001192307,-0.000472106,0.001000331
20190315,0.009750893,-0.006685311,0.019316505,0.017206331,-9.12E-06,-0.001486006,-0.000906997,0.000571988
20190316,0.009750893,-0.006685311,0.019316505,0.017206331,-9.12E-06,-0.001486006,-0.000906997,0.000571988
20190317,0.009750893,-0.006685311,0.019316505,0.017206331,-9.12E-06,-0.001486006,-0.000906997,0.000571988
20190318,0.007449482,-0.004765457,0.020231118,0.019210009,-0.000200552,-0.001511275,-0.001106593,0.000369409
20190319,0.004686636,-0.004863394,0.018495737,0.018893973,-0.000237008,-0.001381722,-0.00112782,0.000340135
20190320,0.001794611,-0.004452054,0.017411763,0.019150998,-0.000191447,-0.00129994,-0.001185487,0.000263739
20190321,0.002680008,0.000131777,0.020072031,0.023288287,0.000629011,-0.000352902,-0.000336211,0.001087213
20190322,0.00263246,0.002035937,0.020180289,0.024743782,0.000464866,-0.000321052,-0.000387817,0.000995965
20190323,0.00263246,0.002035937,0.020180289,0.024743782,0.000464866,-0.000321052,-0.000387817,0.000995965
20190324,0.00263246,0.002035937,0.020180289,0.024743782,0.000464866,-0.000321052,-0.000387817,0.000995965
20190325,-0.013531788,-0.015317248,-0.000112769,0.005722997,0.001330248,0.000970003,0.000856815,0.002206861
20190326,-0.009092831,-0.011608113,0.00104487,0.00832049,0.00088344,0.000947254,0.000761913,0.002095773
20190327,-0.007678168,-0.011229279,-0.001139269,0.007655034,0.001529052,0.002222303,0.001999476,0.00334898
20190328,-0.010584558,-0.016886271,-0.010064222,0.000268582,0.002191726,0.003583577,0.003370365,0.004729614
20190329,-0.000438986,-0.009826749,-0.005082757,0.006958535,0.001317643,0.003398844,0.003197108,0.004557919
20190330,-0.000438986,-0.009826749,-0.005082757,0.006958535,0.001317643,0.003398844,0.003197108,0.004557919
20190331,-0.000438986,-0.009826749,-0.005082757,0.006958535,0.001317643,0.003398844,0.003197108,0.004557919
20190401,0.010243697,0.003463775,0.006757288,0.020511377,-0.00059056,0.001625365,0.001416397,0.002762535
20190402,0.011714806,0.007630382,0.00958349,0.025091397,-1.82E-05,0.002485614,0.002308421,0.003636612
20190403,0.01838226,0.019052751,0.020029656,0.037637091,-0.000426838,0.002068961,0.00189793,0.003187798
20190404,0.012547824,0.01959995,0.019994132,0.039365345,-0.000254354,0.001786385,0.001760549,0.003010947
20190405,0.007586083,0.01932355,0.02006219,0.040893819,-0.000118125,0.00149487,0.001582228,0.002793511
20190406,0.007586083,0.01932355,0.02006219,0.040893819,-0.000118125,0.00149487,0.001582228,0.002793511
20190407,0.007586083,0.01932355,0.02006219,0.040893819,-0.000118125,0.00149487,0.001582228,0.002793511
20190408,0.004161853,0.018077753,0.019066075,0.041029442,0.000136277,0.00171525,0.00193102,0.00313732
20190409,0.002194035,0.018119146,0.019264916,0.042211869,2.73E-05,0.001346471,0.001688213,0.002877774
20190410,0.005174955,0.021315708,0.022986822,0.046985251,2.73E-05,0.001189347,0.001641874,0.00280658
20190411,0.003573133,0.019729006,0.021843837,0.046683163,0.000190789,0.00125737,0.00182456,0.002963917
20190412,0.005475185,0.0225155,0.024657527,0.050651056,-9.08E-06,0.000947979,0.001646282,0.002754938
20190413,0.005475185,0.0225155,0.024657527,0.050651056,-9.08E-06,0.000947979,0.001646282,0.002754938
20190414,0.005475185,0.0225155,0.024657527,0.050651056,-9.08E-06,0.000947979,0.001646282,0.002754938
20190415,0.00679429,0.025344869,0.027838692,0.054696045,-0.000899599,-0.000313681,0.000489856,0.001568699
20190416,0.006207372,0.026307688,0.029353162,0.05701733,-0.000545306,-0.000265911,0.000645289,0.001705641
20190417,0.003051275,0.023450469,0.02701107,0.05538132,-0.000663618,-0.000747644,0.000265391,0.001299102
20190418,-0.010350779,0.008149839,0.011633169,0.039849219,0.000754532,0.000515777,0.001630183,0.002653462
20190419,-0.00775209,0.008563061,0.012015147,0.040484184,0.000481831,6.59E-05,0.001268455,0.00228029
20190420,-0.00775209,0.008563061,0.012015147,0.040484184,0.000481831,6.59E-05,0.001268455,0.00228029
20190421,-0.00775209,0.008563061,0.012015147,0.040484184,0.000481831,6.59E-05,0.001268455,0.00228029
20190422,-0.005191601,0.007145372,0.011482268,0.040094896,-0.000172721,-0.000563396,0.00065127,0.001646871
20190423,-0.000937614,0.007258317,0.012529613,0.041118976,-5.45E-05,-0.000431612,0.000804398,0.001788719
20190424,-0.005688389,-0.002831291,0.003219982,0.031159644,1.00E-04,-7.04E-05,0.001135673,0.002123709
20190425,-0.008360451,-0.00900266,-0.001676405,0.02552254,0.0007906,0.000733762,0.00186187,0.002859709
20190426,-0.010124428,-0.014926074,-0.006791402,0.019688544,0.00089946,0.001063172,0.002115694,0.003135795
20190427,-0.010124428,-0.014926074,-0.006791402,0.019688544,0.00089946,0.001063172,0.002115694,0.003135795
20190428,-0.010124428,-0.014926074,-0.006791402,0.019688544,0.00089946,0.001063172,0.002115694,0.003135795
20190429,0.006756097,0.000763501,0.009872107,0.036281079,0.000935411,0.001419696,0.002507443,0.003545393
20190430,0.002464805,-0.005626833,0.004041787,0.029846168,0.001098313,0.002016935,0.003113603,0.004169243
20190501,0.002464805,-0.005626833,0.004041787,0.029846168,0.001098313,0.002016935,0.003113603,0.004169243
20190502,0.005559598,-0.001706937,0.00815492,0.033580281,-3.63E-05,0.001094713,0.002199421,0.003248338
20190503,-0.002434487,-0.008891116,0.000723506,0.025479911,-0.000480931,0.000642719,0.001751436,0.002792235
20190504,-0.002434487,-0.008891116,0.000723506,0.025479911,-0.000480931,0.000642719,0.001751436,0.002792235
20190505,-0.002434487,-0.008891116,0.000723506,0.025479911,-0.000480931,0.000642719,0.001751436,0.002792235
20190506,-0.002434487,-0.008891116,0.000723506,0.025479911,-0.000480931,0.000642719,0.001751436,0.002792235
20190507,-0.011005746,-0.016890411,-0.007884857,0.016065917,1.81E-05,0.001153623,0.002293959,0.003326138
20190508,-0.010733141,-0.020003262,-0.01190944,0.011578115,0.000199604,0.001310223,0.002480284,0.003499672
20190509,-0.031874307,-0.04743539,-0.041416358,-0.019277726,0.000471814,0.001446337,0.002666594,0.003680419
20190510,-0.01964121,-0.042177661,-0.038063808,-0.016569863,0.000163307,0.001139723,0.002396726,0.003410997
20190511,-0.01964121,-0.042177661,-0.038063808,-0.016569863,0.000163307,0.001139723,0.002396726,0.003410997
20190512,-0.01964121,-0.042177661,-0.038063808,-0.016569863,0.000163307,0.001139723,0.002396726,0.003410997
20190513,-0.022475894,-0.05223659,-0.050426275,-0.030142111,0.000145133,0.001244063,0.002528446,0.003544702
20190514,-0.012307697,-0.047655382,-0.048090115,-0.028873941,0.000136048,0.001246223,0.002570753,0.003594994
20190515,2.10E-05,-0.039352791,-0.042333917,-0.023788645,0.000263,0.001316387,0.002756265,0.003777228
20190516,-0.008716776,-0.046911856,-0.052780756,-0.035399672,0.001151426,0.002289586,0.003867439,0.004901654
20190517,-0.009455405,-0.048222656,-0.057148989,-0.040779527,0.000924432,0.002193773,0.003929269,0.004984809
20190518,-0.009455405,-0.048222656,-0.057148989,-0.040779527,0.000924432,0.002193773,0.003929269,0.004984809
20190519,-0.009455405,-0.048222656,-0.057148989,-0.040779527,0.000924432,0.002193773,0.003929269,0.004984809
20190520,-0.007269806,-0.044769302,-0.055934312,-0.040721337,0.000199342,0.001558343,0.003362418,0.004435952
20190521,-0.002610992,-0.038735524,-0.052175599,-0.038078896,0.000534415,0.002052457,0.003963532,0.005062009
20190522,0.001842786,-0.033631623,-0.049308722,-0.036375098,0.000271653,0.001879686,0.003928376,0.005050729
20190523,7.19E-05,-0.032454658,-0.050474812,-0.038842388,0.000706157,0.00227367,0.004474783,0.005636529
20190524,-0.005849281,-0.03563574,-0.055742939,-0.04536651,0.000715055,0.00226634,0.004607632,0.005807166
20190525,-0.005849281,-0.03563574,-0.055742939,-0.04536651,0.000715055,0.00226634,0.004607632,0.005807166
20190526,-0.005849281,-0.03563574,-0.055742939,-0.04536651,0.000715055,0.00226634,0.004607632,0.005807166
20190527,-0.005271946,-0.032818832,-0.054864859,-0.045675041,0.000144785,0.001769695,0.004208241,0.005436544
20190528,-0.001817233,-0.027631484,-0.051657374,-0.043297127,6.33E-05,0.001649328,0.004170796,0.005432105
20190529,-0.010239481,-0.035317888,-0.06225468,-0.05487524,0.000777865,0.002496161,0.005102956,0.00642632
20190530,-0.00063427,-0.024103501,-0.054054025,-0.047428952,0.000651095,0.002421011,0.005078148,0.006467691
20190531,0.001157207,-0.018679915,-0.051708377,-0.045720248,0.001310734,0.003201514,0.005997813,0.007447246
20190601,0.001157207,-0.018679915,-0.051708377,-0.045720248,0.001310734,0.003201514,0.005997813,0.007447246
20190602,0.001157207,-0.018679915,-0.051708377,-0.045720248,0.001310734,0.003201514,0.005997813,0.007447246
20190603,0.011614878,-0.003052735,-0.038852782,-0.033341688,0.001156466,0.003263935,0.006182135,0.007744594
20190604,0.009392793,-0.000827123,-0.038737103,-0.033623844,0.000902975,0.003294684,0.006325566,0.007997963
20190605,0.005939083,0.002604053,-0.03722698,-0.032624844,-0.003867598,-0.002224369,0.000702024,0.002397595
20190606,0.005939083,0.002604053,-0.03722698,-0.032624844,-0.003867598,-0.002224369,0.000702024,0.002397595
20190607,0.004230485,0.004886913,-0.035093774,-0.031106457,-0.002893702,-0.001952829,0.000881988,0.002615691
20190608,0.004230485,0.004886913,-0.035093774,-0.031106457,-0.002893702,-0.001952829,0.000881988,0.002615691
20190609,0.004230485,0.004886913,-0.035093774,-0.031106457,-0.002893702,-0.001952829,0.000881988,0.002615691
20190610,0.011729244,0.018268024,-0.022076485,-0.018582905,-0.002271987,-0.00230811,0.000442473,0.002202238
20190611,0.013372741,0.023429298,-0.016002788,-0.013050045,-0.001395509,-0.002507309,0.000145968,0.001928622
20190612,0.007863102,0.021280394,-0.016914362,-0.01458063,0.001550683,-0.000368826,0.00225582,0.004086531
20190613,0.001926485,0.018312525,-0.018943174,-0.017226642,0.000951863,-0.000694622,0.001871449,0.003748774
20190614,-0.003951121,0.013884546,-0.021928521,-0.020942674,0.000860936,-0.000475145,0.001982372,0.003907215
20190615,-0.003951121,0.013884546,-0.021928521,-0.020942674,0.000860936,-0.000475145,0.001982372,0.003907215
20190616,-0.003951121,0.013884546,-0.021928521,-0.020942674,0.000860936,-0.000475145,0.001982372,0.003907215
20190617,-0.00534736,0.010765958,-0.023456812,-0.023204017,0.000144955,-0.000862067,0.001464315,0.003436973
20190618,-0.000304852,0.013570363,-0.01907149,-0.019615445,-2.72E-05,-0.000651631,0.001591916,0.003606436
20190619,0.010570027,0.024589072,-0.006405248,-0.007614631,5.43E-05,-0.00059055,0.001536581,0.003598291
20190620,0.01096017,0.026084825,-0.003255605,-0.004849768,0.001520885,0.001190061,0.003285185,0.005390619
20190621,0.00538925,0.021731096,-0.005727626,-0.00774479,0.000778358,0.000674205,0.002683344,0.004814309
20190622,0.00538925,0.021731096,-0.005727626,-0.00774479,0.000778358,0.000674205,0.002683344,0.004814309
20190623,0.00538925,0.021731096,-0.005727626,-0.00774479,0.000778358,0.000674205,0.002683344,0.004814309
20190624,0.002349467,0.020086032,-0.005245942,-0.007688681,0.000380011,0.000581444,0.002513121,0.004642034
20190625,-0.002018944,0.015949027,-0.007390138,-0.010237884,-0.000533772,-0.000210411,0.001655448,0.00376041
20190626,-0.001644884,0.014276439,-0.007146094,-0.010499148,-0.001239516,-0.000916362,0.000854521,0.002931919
20190627,0.003936127,0.01753776,-0.001046594,-0.00504459,-0.000660735,-0.000629076,0.000973836,0.003057048
20190628,0.001724565,0.013555375,-0.002416007,-0.007234584,0.000144844,8.37E-05,0.001551704,0.003632581
20190629,0.001724565,0.013555375,-0.002416007,-0.007234584,0.000144844,8.37E-05,0.001551704,0.003632581
20190630,0.001724565,0.013555375,-0.002416007,-0.007234584,0.000144844,8.37E-05,0.001551704,0.003632581
20190701,0.000989812,0.011020503,-0.002255593,-0.008168599,0.000117709,0,0.001266068,0.003352684
20190702,-0.002674255,0.006062154,-0.005215844,-0.012192308,0.000407443,0.000461793,0.001517519,0.003614399
20190703,-0.012496336,-0.006948453,-0.016531585,-0.024518357,0.001167516,0.001740957,0.002608032,0.004730204
20190704,-0.004106894,-0.001863538,-0.009779128,-0.018920737,0.001148874,0.001996387,0.002972576,0.005109405
20190705,-0.001339029,-0.001886866,-0.008106309,-0.018229966,0.000877169,0.001898701,0.002970035,0.005123012
20190706,-0.001339029,-0.001886866,-0.008106309,-0.018229966,0.000877169,0.001898701,0.002970035,0.005123012
20190707,-0.001339029,-0.001886866,-0.008106309,-0.018229966,0.000877169,0.001898701,0.002970035,0.005123012
20190708,-0.017205152,-0.023023367,-0.028703017,-0.039826257,0.000506196,0.0017354,0.002921431,0.00509806
20190709,-0.01642997,-0.027393259,-0.033108093,-0.045386168,0.000153613,0.001515597,0.002831321,0.005030373
20190710,-0.009659131,-0.023037002,-0.028595092,-0.042224724,-0.000180709,0.00114903,0.002471716,0.004692971
20190711,0.003545216,-0.012163122,-0.017054516,-0.032020721,0.000207803,0.001470023,0.002810369,0.005080025
20190712,0.00880658,-0.009070647,-0.012923305,-0.029118934,-0.000162634,0.000963334,0.00229833,0.004605729
20190713,0.00880658,-0.009070647,-0.012923305,-0.029118934,-0.000162634,0.000963334,0.00229833,0.004605729
20190714,0.00880658,-0.009070647,-0.012923305,-0.029118934,-0.000162634,0.000963334,0.00229833,0.004605729
20190715,0.005006488,-0.010861882,-0.013629818,-0.030971419,-0.000153607,0.000800423,0.002143364,0.004497263
20190716,0.005670997,-0.006240321,-0.00822778,-0.026479612,-9.94E-05,0.000694079,0.00205715,0.004431158
20190717,-0.004792391,-0.014028216,-0.016098663,-0.03510528,0.000623385,0.001448984,0.002856011,0.005263592
20190718,-0.006512174,-0.015542278,-0.017956011,-0.037879149,0.001941572,0.003067062,0.0044754,0.006947057
20190719,0.006112535,-0.001550771,-0.003745025,-0.024805214,0.001922261,0.003498052,0.004955226,0.007490538
20190720,0.006112535,-0.001550771,-0.003745025,-0.024805214,0.001922261,0.003498052,0.004955226,0.007490538
20190721,0.006112535,-0.001550771,-0.003745025,-0.024805214,0.001922261,0.003498052,0.004955226,0.007490538
20190722,0.004574333,-0.001251662,-0.003379343,-0.025084627,0.001010165,0.002991306,0.004495953,0.007084953
20190723,0.007539793,0.003100747,0.00118913,-0.021017859,0.000450694,0.002803132,0.004410907,0.007041229
20190724,-0.0025388,-0.005101097,-0.007169634,-0.029581143,0.000387398,0.002960377,0.004730788,0.007395871
20190725,-0.007039131,-0.007418496,-0.00978122,-0.032816576,0.000621476,0.003146826,0.005095063,0.007796182
20190726,-0.008305955,-0.009826929,-0.012626144,-0.036124907,0.000522325,0.002911241,0.005017549,0.007741742
20190727,-0.008305955,-0.009826929,-0.012626144,-0.036124907,0.000522325,0.002911241,0.005017549,0.007741742
20190728,-0.008305955,-0.009826929,-0.012626144,-0.036124907,0.000522325,0.002911241,0.005017549,0.007741742
20190729,-0.019950808,-0.025110338,-0.02878409,-0.052636322,0.000387154,0.002705075,0.004969372,0.007737613
20190730,-0.009503246,-0.01872676,-0.023153147,-0.047731316,0.000387049,0.002681727,0.005090717,0.007914861
20190731,-0.010817449,-0.02384892,-0.028741244,-0.053672568,0.000314975,0.0025751,0.005083968,0.007954914
20190801,-0.008805768,-0.025177567,-0.03103289,-0.056455765,-9.00E-06,0.002098884,0.004678706,0.007594931
20190802,-0.01162722,-0.031829565,-0.039461025,-0.064774982,0.00113346,0.003310863,0.006015089,0.008992292
20190803,-0.01162722,-0.031829565,-0.039461025,-0.064774982,0.00113346,0.003310863,0.006015089,0.008992292
20190804,-0.01162722,-0.031829565,-0.039461025,-0.064774982,0.00113346,0.003310863,0.006015089,0.008992292
20190805,-0.029003534,-0.053927667,-0.062840491,-0.087849477,0.002786392,0.005391255,0.008299693,0.011362894
20190806,-0.032005654,-0.065197087,-0.075832956,-0.100663614,0.002236273,0.005249421,0.008368053,0.011507623
20190807,-0.024629059,-0.065599519,-0.078313084,-0.103209166,0.001588327,0.004995036,0.008344526,0.011561687
20190808,-0.009272739,-0.05657408,-0.071766863,-0.097117227,0.000493141,0.004327017,0.007877738,0.011170282
20190809,0.005834392,-0.04466073,-0.062501823,-0.088083892,-0.000681181,0.003140014,0.006902635,0.010237609
20190810,0.005834392,-0.04466073,-0.062501823,-0.088083892,-0.000681181,0.003140014,0.006902635,0.010237609
20190811,0.005834392,-0.04466073,-0.062501823,-0.088083892,-0.000681181,0.003140014,0.006902635,0.010237609
20190812,0.008682117,-0.039101766,-0.059444442,-0.085002367,-0.000304758,0.003060084,0.007053498,0.010434192
20190813,-0.000730596,-0.043315671,-0.066436651,-0.091672804,0.000564658,0.003562158,0.007812006,0.011256439
20190814,0.002793628,-0.03385739,-0.059423963,-0.084713917,0.000600477,0.003250714,0.007722609,0.01121611
20190815,0.002793628,-0.03385739,-0.059423963,-0.084713917,0.000600477,0.003250714,0.007722609,0.01121611
20190816,-0.003676797,-0.036091592,-0.063816151,-0.088915003,0.001603641,0.004260021,0.008919037,0.012477487
20190817,-0.003676797,-0.036091592,-0.063816151,-0.088915003,0.001603641,0.004260021,0.008919037,0.012477487
20190818,-0.003676797,-0.036091592,-0.063816151,-0.088915003,0.001603641,0.004260021,0.008919037,0.012477487
20190819,0.002681543,-0.025961953,-0.056718069,-0.081838183,0.001128183,0.003993616,0.008815823,0.012425552
20190820,0.011322267,-0.012444385,-0.046165314,-0.071230758,0.000483282,0.003451356,0.008448845,0.012103169
20190821,0.009548488,-0.006805218,-0.043407105,-0.068152106,-0.00101134,0.001642183,0.006749545,0.010439793
20190822,0.001238835,-0.01041669,-0.049293778,-0.07372677,-0.000608566,0.001807686,0.007027943,0.010763937
20190823,-0.002315609,-0.008618782,-0.050035525,-0.074125575,-0.001307236,0.000441741,0.005720331,0.009462771
20190824,-0.002315609,-0.008618782,-0.050035525,-0.074125575,-0.001307236,0.000441741,0.005720331,0.009462771
20190825,-0.002315609,-0.008618782,-0.050035525,-0.074125575,-0.001307236,0.000441741,0.005720331,0.009462771
20190826,-0.016320468,-0.021162381,-0.064702405,-0.088378723,0.000716364,0.002075796,0.007492373,0.011266711
20190827,-0.008435995,-0.014287623,-0.059760392,-0.083523135,-0.000188103,0.000636492,0.006146822,0.009917921
20190828,0.00249344,-0.003351295,-0.050724646,-0.074845823,-0.000582281,-4.71E-05,0.005536995,0.009273422
20190829,0.000345632,-0.004966377,-0.053450036,-0.077758847,-0.000179187,2.46E-05,0.005694082,0.009400615
20190830,0.016084571,0.014020291,-0.035821316,-0.060723627,-0.000456903,-0.000398694,0.005267209,0.009029976
20190831,0.016084571,0.014020291,-0.035821316,-0.060723627,-0.000456903,-0.000398694,0.005267209,0.009029976
20190901,0.016084571,0.014020291,-0.035821316,-0.060723627,-0.000456903,-0.000398694,0.005267209,0.009029976
20190902,0.011284804,0.015498885,-0.034322023,-0.059352029,-0.001488175,-0.002141213,0.003387265,0.007180691
20190903,0.00524485,0.013205155,-0.034983079,-0.060340456,-0.000843019,-0.001803134,0.003478985,0.007323689
20190904,0.012014743,0.023105066,-0.02278447,-0.04878883,-0.000995864,-0.002231203,0.002765447,0.006659078
20190905,0.012914379,0.028934629,-0.013973651,-0.040374521,-0.000879689,-0.002495889,0.002230831,0.006130219
20190906,0.010904392,0.028845496,-0.011057169,-0.037623926,-0.002560877,-0.004925843,-0.000558971,0.00331788
20190907,0.010904392,0.028845496,-0.011057169,-0.037623926,-0.002560877,-0.004925843,-0.000558971,0.00331788
20190908,0.010904392,0.028845496,-0.011057169,-0.037623926,-0.002560877,-0.004925843,-0.000558971,0.00331788
20190909,0.011023636,0.032019952,-0.005309138,-0.032021951,-0.001384531,-0.004110873,-2.40E-05,0.00384472
20190910,0.010578806,0.036046024,0.001344325,-0.025451822,-0.001106583,-0.004291153,-0.000524358,0.003335264
20190911,0.012980085,0.041499077,0.010191274,-0.0167082,-0.000639144,-0.004148819,-0.000748587,0.003105291
20190912,0.012980085,0.041499077,0.010191274,-0.0167082,-0.000639144,-0.004148819,-0.000748587,0.003105291
20190913,0.012980085,0.041499077,0.010191274,-0.0167082,-0.000639144,-0.004148819,-0.000748587,0.003105291
20190914,0.012980085,0.041499077,0.010191274,-0.0167082,-0.000639144,-0.004148819,-0.000748587,0.003105291
20190915,0.012980085,0.041499077,0.010191274,-0.0167082,-0.000639144,-0.004148819,-0.000748587,0.003105291
20190916,0.013656849,0.044828053,0.017132543,-0.009966866,-0.002279937,-0.006425501,-0.003492255,0.000322629
20190917,0.008436888,0.041318412,0.017763797,-0.009586995,-0.001217039,-0.005301646,-0.002841139,0.000933189
20190918,0.007501534,0.042117651,0.022370738,-0.005242229,-0.000450958,-0.004547241,-0.002563529,0.001179297
20190919,0.007450041,0.043804614,0.027509194,-0.000359624,-9.02E-06,-0.004030247,-0.002513927,0.001209714
20190920,0.008724669,0.046079583,0.033282343,0.005154929,-9.03E-06,-0.004063214,-0.002966024,0.000758766
20190921,0.008724669,0.046079583,0.033282343,0.005154929,-9.03E-06,-0.004063214,-0.002966024,0.000758766
20190922,0.008724669,0.046079583,0.033282343,0.005154929,-9.03E-06,-0.004063214,-0.002966024,0.000758766
20190923,0.005950931,0.042501718,0.033627837,0.005438587,-0.000108296,-0.003626406,-0.002981592,0.000758356
20190924,0.006694569,0.043186158,0.038527959,0.01020027,-9.02E-06,-0.003164308,-0.002906427,0.000832823
20190925,-0.006806911,0.025458741,0.025344127,-0.00267944,0.000631626,-0.002013612,-0.002203679,0.001540989
20190926,-0.005710205,0.022227894,0.026370133,-0.001620591,0.000595458,-0.001602405,-0.002181037,0.001567984
20190927,-0.013563264,0.007409596,0.014807417,-0.012834787,0.000604322,-0.001049063,-0.001977722,0.001772566
20190928,-0.013563264,0.007409596,0.014807417,-0.012834787,0.000604322,-0.001049063,-0.001977722,0.001772566
20190929,-0.013563264,0.007409596,0.014807417,-0.012834787,0.000604322,-0.001049063,-0.001977722,0.001772566
20190930,-0.004504922,0.010637919,0.021580362,-0.005932,0.000532006,-0.000538193,-0.001803698,0.001928957
20191001,0.002786116,0.012632835,0.026527748,-0.000862819,-0.000351624,-0.000991125,-0.002599015,0.001101927
20191002,-0.012852893,-0.008680268,0.007116227,-0.019677661,0.000189319,-0.000164469,-0.002008965,0.00166764
20191003,-0.012852893,-0.008680268,0.007116227,-0.019677661,0.000189319,-0.000164469,-0.002008965,0.00166764
20191004,-0.013142232,-0.015475175,0.001914857,-0.024291858,0.002315461,0.002656476,0.00064986,0.004331792
20191005,-0.013142232,-0.015475175,0.001914857,-0.024291858,0.002315461,0.002656476,0.00064986,0.004331792
20191006,-0.013142232,-0.015475175,0.001914857,-0.024291858,0.002315461,0.002656476,0.00064986,0.004331792
20191007,-0.00990715,-0.015764483,0.002681602,-0.022992752,0.001674861,0.002616049,0.000476674,0.00415464
20191008,0.003752587,-0.004832728,0.014947482,-0.01039734,0.000234057,0.00153236,-0.000760679,0.002903057
20191009,0.003752587,-0.004832728,0.014947482,-0.01039734,0.000234057,0.00153236,-0.000760679,0.002903057
20191010,-0.000786291,-0.014091408,0.006406029,-0.018301253,-0.000440949,0.001185288,-0.001130838,0.002502307
20191011,0.006064107,-0.006695038,0.014926727,-0.009518921,-0.000854739,0.000971226,-0.001414027,0.002195263
20191012,0.006064107,-0.006695038,0.014926727,-0.009518921,-0.000854739,0.000971226,-0.001414027,0.002195263
20191013,0.006064107,-0.006695038,0.014926727,-0.009518921,-0.000854739,0.000971226,-0.001414027,0.002195263
20191014,0.012623222,0.00351571,0.026367495,0.002243491,-0.000531034,0.000919391,-0.001517348,0.002066112
20191015,0.008412805,0.003427498,0.026951159,0.003206876,-0.000216092,0.000863046,-0.00161991,0.001949036
20191016,0.01195108,0.010035267,0.034145854,0.010862842,-0.00088266,-0.000225317,-0.002635094,0.000890242
20191017,0.004714255,0.007282629,0.031620619,0.009055588,-0.00173924,-0.001615531,-0.004002571,-0.000567646
20191018,-0.005173305,-0.000836176,0.023341733,0.001326523,-0.001532843,-0.001935561,-0.004319695,-0.000983364
20191019,-0.005173305,-0.000836176,0.023341733,0.001326523,-0.001532843,-0.001935561,-0.004319695,-0.000983364
20191020,-0.005173305,-0.000836176,0.023341733,0.001326523,-0.001532843,-0.001935561,-0.004319695,-0.000983364
20191021,-0.00292333,0.001552699,0.025644637,0.00389678,-0.001768618,-0.002832631,-0.005255101,-0.002019266
20191022,0.00666403,0.013268999,0.037683984,0.015993367,-0.000659154,-0.002330225,-0.004758515,-0.001609108
20191023,0.002906636,0.009543221,0.033604976,0.012390516,-0.000234878,-0.002319088,-0.004748287,-0.001692111
20191024,0.004588277,0.01236634,0.036012733,0.015381193,-0.000225897,-0.002470271,-0.004905995,-0.001949886
20191025,0.003034179,0.013092241,0.03693475,0.016944183,-0.000605584,-0.003000376,-0.005501507,-0.0026474
20191026,0.003034179,0.013092241,0.03693475,0.016944183,-0.000605584,-0.003000376,-0.005501507,-0.0026474
20191027,0.003034179,0.013092241,0.03693475,0.016944183,-0.000605584,-0.003000376,-0.005501507,-0.0026474
20191028,0.003005794,0.015392933,0.039219119,0.020218837,-0.002568532,-0.005292151,-0.00794219,-0.005224858
20191029,0.002201986,0.013900168,0.038303398,0.020204645,-0.001683319,-0.004786157,-0.007593813,-0.005011324
20191030,-0.003712582,0.007462501,0.031665808,0.014548473,-0.000742538,-0.00415125,-0.007114108,-0.004660627
20191031,-0.001966868,0.008746907,0.032693169,0.016463172,0.000516337,-0.003057621,-0.006113743,-0.003774368
20191101,0.004857282,0.015163877,0.040103542,0.024627851,0.000733902,-0.002834856,-0.005988518,-0.00378822
20191102,0.004857282,0.015163877,0.040103542,0.024627851,0.000733902,-0.002834856,-0.005988518,-0.00378822
20191103,0.004857282,0.015163877,0.040103542,0.024627851,0.000733902,-0.002834856,-0.005988518,-0.00378822
20191104,0.015669109,0.026965162,0.053387194,0.039189739,-0.001486194,-0.004748861,-0.008168124,-0.006174299
20191105,0.016738396,0.029941288,0.057556555,0.04496845,-0.000861014,-0.003802161,-0.007471276,-0.005676725
