Open,High,Low,Close,Adj Close,Volume
1154.400024,1154.400024,1145.449951,1153.75,1153.75,0
1153.959961,1160.189941,1145.199951,1153.969971,1153.969971,0
1157.550049,1168.069946,1155.310059,1157.150024,1157.150024,0
1167.400024,1172.48999,1165.640015,1165.849976,1165.849976,0
1166.52002,1168.01001,1161.949951,1167.420044,1167.420044,0
1166.530029,1178.839966,1162.400024,1166.459961,1166.459961,0
1161.339966,1162.589966,1156.51001,1161.26001,1161.26001,0
1158.579956,1163.640015,1156.199951,1157.810059,1157.810059,0
1156.930054,1157.790039,1152.380005,1156.930054,1156.930054,0
1153.25,1159.140015,1149.869995,1153.939941,1153.939941,0
1156.130005,1162.189941,1154.27002,1157.050049,1157.050049,0
1159.73999,1161.040039,1155.849976,1156.780029,1156.780029,0
1159.670044,1161.109985,1154.550049,1158.77002,1158.77002,0
1159.800049,1160.439941,1155.290039,1160.359985,1160.359985,0
1158.569946,1169.390015,1157.75,1157.569946,1157.569946,0
1168.719971,1168.719971,1161.390015,1168.73999,1168.73999,0
1165.189941,1170.099976,1163.699951,1163.72998,1163.72998,0
1168.199951,1169.420044,1164.640015,1167.599976,1167.599976,0
1169.23999,1179.209961,1169.22998,1169.150024,1169.150024,0
1176.449951,1181.170044,1173.859985,1176.72998,1176.72998,0
1172.75,1179.849976,1172.550049,1174.280029,1174.280029,0
1178.77002,1192.390015,1177.819946,1178.079956,1178.079956,0
1186.48999,1197.839966,1183.26001,1187.119995,1187.119995,0
1194.400024,1198.75,1190.280029,1194.869995,1194.869995,0
1190.540039,1193.73999,1183.670044,1189.359985,1189.359985,0
1182.48999,1192.23999,1179.540039,1182.47998,1182.47998,0
1182.25,1184.829956,1177.109985,1183.459961,1183.459961,0
1185.859985,1195.569946,1184.060059,1184.25,1184.25,0
1191.670044,1192.209961,1184.790039,1191.089966,1191.089966,0
1186.050049,1186.880005,1179.819946,1185.630005,1185.630005,0
1180.550049,1183.589966,1175.359985,1180.719971,1180.719971,0
1178.380005,1183.930054,1177.76001,1177.959961,1177.959961,0
1183.380005,1184.939941,1179.650024,1183.469971,1183.469971,0
1180.890015,1184.219971,1178.449951,1182.180054,1182.180054,0
1184.77002,1191.599976,1184.630005,1183.810059,1183.810059,0
1190.050049,1193.390015,1186.609985,1189.930054,1189.930054,0
1191.780029,1207.109985,1190.469971,1191.369995,1191.369995,0
1204.319946,1214.5,1202.550049,1204.400024,1204.400024,0
1214.550049,1222.540039,1214.390015,1205.77002,1205.77002,0
1217.040039,1217.540039,1208.030029,1217.650024,1217.650024,0
1212.390015,1219.869995,1211.869995,1214.550049,1214.550049,0
1213.140015,1218.050049,1208.219971,1211.359985,1211.359985,0
1212.329956,1218.030029,1201.189941,1211.310059,1211.310059,0
1199.319946,1206.47998,1188.01001,1200.099976,1200.099976,0
1189.25,1195.900024,1177.410034,1188.280029,1188.280029,0
1186.339966,1188.359985,1180.01001,1186.339966,1186.339966,0
1185.060059,1188.780029,1179.199951,1183.680054,1183.680054,0
1187.780029,1193.849976,1166.280029,1187.469971,1187.469971,0
1187.599976,1206.199951,1187.599976,1187.699951,1187.699951,0
1198.0,1199.689941,1189.140015,1199.959961,1199.959961,0
1184.0,1197.359985,1181.359985,1184.699951,1184.699951,0
1190.349976,1211.660034,1190.349976,1189.390015,1189.390015,0
1209.939941,1225.910034,1204.349976,1209.969971,1209.969971,0
1214.890015,1231.150024,1213.349976,1210.800049,1210.800049,0
1232.02002,1246.459961,1232.02002,1232.040039,1232.040039,0
1237.97998,1261.5,1233.030029,1237.98999,1237.98999,0
1253.969971,1291.76001,1246.949951,1255.349976,1255.349976,0
1256.650024,1263.859985,1194.459961,1256.880005,1256.880005,0
1272.150024,1280.900024,1249.75,1253.949951,1253.949951,0
1261.449951,1261.449951,1236.949951,1262.930054,1262.930054,0
1232.5,1236.959961,1224.900024,1228.599976,1228.599976,0
1223.0,1233.76001,1214.599976,1231.079956,1231.079956,0
1213.0,1226.430054,1205.180054,1212.189941,1212.189941,0
1211.73999,1226.310059,1211.73999,1211.630005,1211.630005,0
1223.0,1224.130005,1212.73999,1222.699951,1222.699951,0
1218.660034,1232.410034,1216.439941,1216.660034,1216.660034,0
1236.560059,1242.910034,1224.599976,1234.72998,1234.72998,0
1225.630005,1239.5,1223.859985,1226.849976,1226.849976,0
1236.550049,1238.459961,1223.880005,1235.800049,1235.800049,0
1222.910034,1224.719971,1207.780029,1223.099976,1223.099976,0
1214.800049,1222.359985,1214.319946,1215.310059,1215.310059,0
1213.51001,1221.369995,1208.079956,1214.75,1214.75,0
1209.22998,1215.209961,1206.329956,1209.51001,1209.51001,0
1211.040039,1220.609985,1211.030029,1211.040039,1211.040039,0
1213.859985,1217.560059,1207.859985,1213.900024,1213.900024,0
1211.47998,1224.709961,1209.069946,1212.380005,1212.380005,0
1225.599976,1228.560059,1223.410034,1222.550049,1222.550049,0
1220.099976,1223.109985,1213.410034,1226.640015,1226.640015,0
1215.25,1221.51001,1214.400024,1215.26001,1215.26001,0
1220.719971,1240.630005,1218.329956,1218.099976,1218.099976,0
1232.630005,1237.369995,1228.400024,1230.849976,1230.849976,0
1233.709961,1235.790039,1227.099976,1231.380005,1231.380005,0
1231.609985,1237.089966,1230.810059,1232.449951,1232.449951,0
1230.459961,1234.109985,1222.280029,1229.5,1229.5,0
1222.530029,1227.189941,1215.650024,1220.869995,1220.869995,0
1220.449951,1220.859985,1211.890015,1220.400024,1220.400024,0
1210.790039,1212.699951,1202.099976,1210.790039,1210.790039,0
