Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,1192.5980224609375,1193.834716796875,1182.3389892578125,1192.5980224609375,1192.5980224609375,0
2020-01-02,1192.3394775390625,1195.910400390625,1182.7568359375,1192.4381103515625,1192.4381103515625,0
2020-01-03,1191.1024169921875,1203.306396484375,1189.3062744140625,1190.9737548828125,1190.9737548828125,0
2020-01-06,1199.958740234375,1207.3681640625,1199.9403076171875,1200.032958984375,1200.032958984375,0
2020-01-07,1205.3212890625,1205.3212890625,1198.630859375,1203.9749755859375,1203.9749755859375,0
2020-01-08,1204.056640625,1219.4866943359375,1194.6319580078125,1203.7459716796875,1203.7459716796875,0
2020-01-09,1193.1162109375,1194.27099609375,1186.7548828125,1193.042724609375,1193.042724609375,0
2020-01-10,1188.66015625,1195.5966796875,1185.9271240234375,1189.6142578125,1189.6142578125,0
2020-01-13,1188.697998046875,1193.720947265625,1184.177490234375,1188.6978759765625,1188.6978759765625,0
2020-01-14,1188.458740234375,1196.4794921875,1183.432861328125,1188.526123046875,1188.526123046875,0
2020-01-15,1195.405029296875,1202.8216552734375,1194.0775146484375,1195.4010009765625,1195.4010009765625,0
2020-01-16,1200.2843017578125,1205.5328369140625,1199.0557861328125,1201.3489990234375,1201.3489990234375,0
2020-01-17,1200.9119873046875,1202.2427978515625,1195.8580322265625,1200.7978515625,1200.7978515625,0
2020-01-20,1197.533447265625,1199.382080078125,1193.0059814453125,1197.447021484375,1197.447021484375,0
2020-01-21,1194.9608154296875,1208.348876953125,1194.6204833984375,1195.299560546875,1195.299560546875,0
2020-01-22,1206.312744140625,1206.312744140625,1196.330078125,1206.310546875,1206.310546875,0
2020-01-23,1202.9024658203125,1207.8677978515625,1202.18115234375,1202.9150390625,1202.9150390625,0
2020-01-24,1204.1893310546875,1205.31201171875,1200.936767578125,1204.0775146484375,1204.0775146484375,0
2020-01-27,1204.180908203125,1215.295654296875,1203.5172119140625,1204.2305908203125,1204.2305908203125,0
2020-01-28,1213.2425537109375,1219.326904296875,1208.347900390625,1213.1236572265625,1213.1236572265625,0
2020-01-29,1208.79833984375,1210.9854736328125,1204.8427734375,1207.9305419921875,1207.9305419921875,0
2020-01-30,1212.1551513671875,1231.1624755859375,1210.089599609375,1211.4034423828125,1211.4034423828125,0
2020-01-31,1224.42431640625,1242.9298095703125,1219.698486328125,1224.4727783203125,1224.4727783203125,0
2020-02-03,1239.322021484375,1243.2740478515625,1231.960693359375,1239.3155517578125,1239.3155517578125,0
2020-02-04,1231.168212890625,1235.79931640625,1220.1258544921875,1231.60400390625,1231.60400390625,0
2020-02-05,1219.90673828125,1230.0484619140625,1212.149169921875,1219.90673828125,1219.90673828125,0
2020-02-06,1215.6754150390625,1216.7967529296875,1207.9693603515625,1215.80029296875,1215.80029296875,0
2020-02-07,1216.7169189453125,1226.5069580078125,1214.7281494140625,1214.8646240234375,1214.8646240234375,0
2020-02-10,1218.8564453125,1220.7762451171875,1211.81787109375,1218.949951171875,1218.949951171875,0
2020-02-11,1213.0013427734375,1215.2225341796875,1205.783203125,1214.011962890625,1214.011962890625,0
2020-02-12,1210.32080078125,1212.871826171875,1204.5523681640625,1210.0455322265625,1210.0455322265625,0
2020-02-13,1204.860595703125,1211.8565673828125,1203.2822265625,1204.8460693359375,1204.8460693359375,0
2020-02-14,1208.85595703125,1210.1138916015625,1202.920654296875,1208.8250732421875,1208.8250732421875,0
2020-02-17,1203.4285888671875,1206.71630859375,1199.7149658203125,1203.4407958984375,1203.4407958984375,0
2020-02-18,1207.014892578125,1215.1695556640625,1207.014892578125,1207.0701904296875,1207.0701904296875,0
2020-02-19,1210.384521484375,1214.137451171875,1207.23974609375,1209.7310791015625,1209.7310791015625,0
2020-02-20,1211.5279541015625,1228.7862548828125,1210.1982421875,1211.1009521484375,1211.1009521484375,0
2020-02-21,1223.50244140625,1238.5074462890625,1221.364013671875,1224.3570556640625,1224.3570556640625,0
2020-02-24,1231.00732421875,1249.562744140625,1230.8502197265625,1230.9947509765625,1230.9947509765625,0
2020-02-25,1242.6141357421875,1246.6192626953125,1233.4813232421875,1242.747314453125,1242.747314453125,0
2020-02-26,1244.314697265625,1250.644775390625,1240.6551513671875,1244.2884521484375,1244.2884521484375,0
2020-02-27,1240.896240234375,1252.5157470703125,1240.896240234375,1240.8233642578125,1240.8233642578125,0
2020-02-28,1250.28125,1258.4874267578125,1243.115234375,1250.2618408203125,1250.2618408203125,0
2020-03-02,1242.7740478515625,1253.653564453125,1230.5206298828125,1242.941650390625,1242.941650390625,0
2020-03-03,1239.5982666015625,1248.7120361328125,1232.4686279296875,1239.9293212890625,1239.9293212890625,0
2020-03-04,1241.1556396484375,1242.61962890625,1231.9532470703125,1241.2919921875,1241.2919921875,0
2020-03-05,1237.4163818359375,1252.9940185546875,1233.0196533203125,1236.9869384765625,1236.9869384765625,0
2020-03-06,1255.328125,1276.988525390625,1255.2161865234375,1255.3719482421875,1255.3719482421875,0
2020-03-09,1280.7462158203125,1310.12451171875,1277.9976806640625,1280.4976806640625,1280.4976806640625,0
2020-03-10,1292.7476806640625,1292.97412109375,1270.536376953125,1292.4267578125,1292.4267578125,0
2020-03-11,1263.68310546875,1283.5814208984375,1261.58203125,1264.6715087890625,1264.6715087890625,0
2020-03-12,1267.6474609375,1293.1507568359375,1267.6474609375,1267.6805419921875,1267.6805419921875,0
2020-03-13,1281.1800537109375,1298.979736328125,1261.404541015625,1280.6015625,1280.6015625,0
2020-03-16,1279.2972412109375,1307.003173828125,1275.66015625,1279.2498779296875,1279.2498779296875,0
2020-03-17,1301.426513671875,1313.6748046875,1285.3974609375,1299.9930419921875,1299.9930419921875,0
2020-03-18,1289.86474609375,1316.69775390625,1282.8992919921875,1289.707275390625,1289.707275390625,0
2020-03-19,1297.2408447265625,1335.451904296875,1271.5084228515625,1298.492431640625,1298.492431640625,0
2020-03-20,1271.147705078125,1282.937744140625,1260.736328125,1271.116455078125,1271.116455078125,0
2020-03-23,1272.5030517578125,1302.526123046875,1271.5482177734375,1272.741943359375,1272.741943359375,0
2020-03-24,1282.7171630859375,1286.3621826171875,1259.24462890625,1282.7171630859375,1282.7171630859375,0
2020-03-25,1256.7857666015625,1259.3822021484375,1249.9439697265625,1253.5008544921875,1253.5008544921875,0
2020-03-26,1252.4322509765625,1266.28564453125,1252.4322509765625,1252.6566162109375,1252.6566162109375,0
2020-03-27,1260.1663818359375,1277.2427978515625,1255.9698486328125,1260.3348388671875,1260.3348388671875,0
2020-03-30,1274.3756103515625,1286.8717041015625,1272.6651611328125,1274.9302978515625,1274.9302978515625,0
2020-03-31,1273.5462646484375,1274.429443359375,1257.9654541015625,1274.2149658203125,1274.2149658203125,0
2020-04-01,1264.0450439453125,1281.65771484375,1264.0450439453125,1265.1927490234375,1265.1927490234375,0
2020-04-02,1277.659423828125,1284.4827880859375,1260.9415283203125,1277.8941650390625,1277.8941650390625,0
2020-04-03,1258.9005126953125,1266.9854736328125,1255.3663330078125,1257.74658203125,1257.74658203125,0
2020-04-06,1264.32275390625,1266.4549560546875,1252.7889404296875,1264.420166015625,1264.420166015625,0
2020-04-07,1250.1724853515625,1254.1556396484375,1242.0936279296875,1250.7515869140625,1250.7515869140625,0
2020-04-08,1252.7391357421875,1258.8818359375,1251.251708984375,1252.8890380859375,1252.8890380859375,0
2020-04-09,1249.794189453125,1256.7327880859375,1244.0799560546875,1250.0,1250.0,0
2020-04-10,1250.7535400390625,1257.0804443359375,1248.8349609375,1250.7962646484375,1250.7962646484375,0
2020-04-13,1253.716552734375,1264.16796875,1253.3946533203125,1253.7359619140625,1253.7359619140625,0
2020-04-14,1255.5723876953125,1264.094482421875,1255.071533203125,1255.92578125,1255.92578125,0
2020-04-15,1262.6328125,1269.146240234375,1255.2906494140625,1261.904541015625,1261.904541015625,0
2020-04-16,1266.546142578125,1271.79345703125,1263.3389892578125,1266.58203125,1266.58203125,0
2020-04-17,1265.6517333984375,1265.6517333984375,1249.916259765625,1265.5025634765625,1265.5025634765625,0
2020-04-20,1255.3729248046875,1261.4151611328125,1254.2998046875,1255.693359375,1255.693359375,0
2020-04-21,1260.1422119140625,1277.4722900390625,1258.869873046875,1259.8388671875,1259.8388671875,0
2020-04-22,1269.1363525390625,1275.0670166015625,1268.773193359375,1269.107177734375,1269.107177734375,0
2020-04-23,1264.861328125,1270.61181640625,1260.2274169921875,1265.679931640625,1265.679931640625,0
2020-04-24,1260.7967529296875,1267.7320556640625,1257.9921875,1261.483642578125,1261.483642578125,0
2020-04-27,1263.81201171875,1266.9674072265625,1252.71875,1262.8388671875,1262.8388671875,0
2020-04-28,1252.5306396484375,1257.7996826171875,1248.978759765625,1251.045166015625,1251.045166015625,0
2020-04-29,1253.1741943359375,1254.15625,1243.6807861328125,1253.2734375,1253.2734375,0
2020-04-30,1243.3662109375,1252.7615966796875,1233.6217041015625,1243.066162109375,1243.066162109375,0
2020-05-01,1254.7364501953125,1274.5389404296875,1254.4510498046875,1254.85595703125,1254.85595703125,0
2020-05-04,1271.433349609375,1276.2020263671875,1267.141357421875,1271.459716796875,1271.459716796875,0
2020-05-05,1265.7381591796875,1267.9200439453125,1253.65869140625,1266.017333984375,1266.017333984375,0
2020-05-06,1255.6356201171875,1260.6905517578125,1253.6864013671875,1255.545166015625,1255.545166015625,0
2020-05-07,1259.6104736328125,1259.6104736328125,1248.1717529296875,1259.7724609375,1259.7724609375,0
2020-05-08,1252.4293212890625,1256.625244140625,1248.4583740234375,1252.3702392578125,1252.3702392578125,0
