종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","중견기업부","2220","25","1.14","2210","2250","2205","87827","194911930","107751345240","48536642"
"095570","AJ네트웍스","KOSPI",,"5880","0","0.00","5830","5950","5830","59140","347584660","275315094600","46822295"
"006840","AK홀딩스","KOSPI",,"16950","700","4.31","16500","17000","16150","14605","244165300","224546158950","13247561"
"054620","APS홀딩스","KOSDAQ","중견기업부","15500","850","5.80","14850","16200","14600","621265","9686445550","316110425500","20394221"
"265520","AP시스템","KOSDAQ","우량기업부","19000","550","2.98","18750","19250","18750","82750","1572440900","290346999000","15281421"
"211270","AP위성","KOSDAQ","벤처기업부","10650","-550","-4.91","11150","11150","10550","242381","2618075600","160626537600","15082304"
"027410","BGF","KOSPI",,"4385","115","2.69","4300","4385","4290","306022","1327693000","419718128535","95716791"
"282330","BGF리테일","KOSPI",,"209500","-3000","-1.41","211000","212500","208500","31002","6501027500","3620978307000","17283906"
"138930","BNK금융지주","KOSPI",,"7310","-10","-0.14","7360","7370","7280","1455414","10638047380","2382586648260","325935246"
"001460","BYC","KOSPI",,"365000","4000","1.11","361000","365000","361000","423","153793500","227984475000","624615"
"001465","BYC우","KOSPI",,"140000","-1500","-1.06","141000","142500","140000","102","14349500","30153900000","215385"
"013720","CBI","KOSDAQ","벤처기업부","426","-5","-1.16","441","442","425","12054442","5195757978","115165132236","270340686"
"001040","CJ","KOSPI",,"84800","2500","3.04","82800","85900","81500","99142","8396863800","2474209430400","29176998"
"079160","CJ CGV","KOSPI",,"17750","550","3.20","17350","17850","17100","214190","3768233100","846908625500","47713162"
"035760","CJ ENM","KOSDAQ GLOBAL","우량기업부","105200","3300","3.24","99900","105900","98600","342873","35492544100","2306947000800","21929154"
"311690","CJ 바이오사이언스","KOSDAQ","기술성장기업부","27200","0","0.00","27050","27400","27050","3645","99242950","159899878400","5878672"
"00104K","CJ4우(전환)","KOSPI",,"73500","1600","2.23","71900","74000","71800","9852","722384800","310648632000","4226512"
"000120","CJ대한통운","KOSPI",,"93400","3700","4.12","90300","94500","90300","101336","9442716200","2130672929600","22812344"
"011150","CJ씨푸드","KOSPI",,"2790","65","2.39","2750","2830","2710","228624","637351345","100246856670","35930773"
"011155","CJ씨푸드1우","KOSPI",,"25100","-300","-1.18","25000","25300","25000","11","275950","5020000000","200000"
"001045","CJ우","KOSPI",,"50600","400","0.80","50200","50700","50000","2288","115639300","114367283800","2260223"
"097950","CJ제일제당","KOSPI",,"390500","-500","-0.13","389000","395500","386500","35429","13825272500","5878659633000","15054186"
"097955","CJ제일제당 우","KOSPI",,"172500","0","0.00","172500","174000","171000","2332","401240000","228982192500","1327433"
"051500","CJ프레시웨이","KOSDAQ","중견기업부","33400","700","2.14","33000","34000","32750","71380","2391225950","396510972400","11871586"
"058820","CMG제약","KOSDAQ","중견기업부","2275","-40","-1.73","2320","2335","2275","787396","1810822990","315979855100","138892244"
"023460","CNH","KOSDAQ","중견기업부","2705","-5","-0.18","2710","2770","2705","31601","86453440","100626000000","37200000"
"056730","CNT85","KOSDAQ","관리종목(소속부없음)","3100","0","0.00","0","0","0","0","0","110511763600","35648956"
"065770","CS","KOSDAQ","벤처기업부","1560","30","1.96","1530","1560","1520","35458","54690620","30281362800","19411130"
"083660","CSA 코스믹","KOSDAQ","중견기업부","980","36","3.81","968","980","944","54689","52763907","38662169140","39451193"
"000590","CS홀딩스","KOSPI",,"59700","400","0.67","59300","59900","58900","404","23861300","68922575400","1154482"
"012030","DB","KOSPI",,"810","5","0.62","805","815","805","173562","140159879","162950885730","201173933"
"404950","DB금융스팩10호","KOSDAQ","SPAC(소속부없음)","2005","5","0.25","2005","2005","1995","7104","14220900","11709200000","5840000"
"367340","DB금융스팩8호","KOSDAQ","SPAC(소속부없음)","2010","-10","-0.50","2025","2025","2005","3949","7918415","12160500000","6050000"
"367360","DB금융스팩9호","KOSDAQ","SPAC(소속부없음)","2010","-10","-0.50","2000","2020","2000","1499","3003600","9728400000","4840000"
"016610","DB금융투자","KOSPI",,"4570","0","0.00","4570","4630","4570","60711","279228675","193979997730","42446389"
"005830","DB손해보험","KOSPI",,"67900","1600","2.41","66300","68200","66100","150703","10143159300","4807320000000","70800000"
"000990","DB하이텍","KOSPI",,"40200","500","1.26","40050","40350","39900","217643","8738362000","1784823237600","44398588"
"000995","DB하이텍1우","KOSPI",,"76200","300","0.40","76400","76400","75000","403","30451400","8558479200","112316"
"139130","DGB금융지주","KOSPI",,"7850","-10","-0.13","7880","7890","7820","510465","4007819130","1327794789050","169145833"
"001530","DI동일","KOSPI",,"15700","0","0.00","15800","15850","15600","35122","551937400","401421839000","25568270"
"000210","DL","KOSPI",,"62000","1000","1.64","61000","62700","61000","51062","3176211400","1299264808000","20955884"
"001880","DL건설","KOSPI",,"14900","200","1.36","15050","15050","14750","8019","119015250","328593931600","22053284"
"000215","DL우","KOSPI",,"36000","150","0.42","35850","36500","35850","867","31240550","60700140000","1686115"
"375500","DL이앤씨","KOSPI",,"36900","400","1.10","36550","37000","36250","159974","5873025550","1427794688700","38693623"
"37550L","DL이앤씨2우(전환)","KOSPI",,"27500","300","1.10","27350","27500","27200","360","9842100","58078652500","2111951"
"37550K","DL이앤씨우","KOSPI",,"24550","250","1.03","24300","24550","24250","1011","24654850","51895876750","2113885"
"068790","DMS","KOSDAQ","우량기업부","6020","70","1.18","5950","6160","5940","104915","634573380","147929827220","24573061"
"007340","DN오토모티브","KOSPI",,"66200","300","0.46","66800","67700","65900","21126","1403807200","661603131000","9994005"
"004840","DRB동일","KOSPI",,"4165","15","0.36","4305","4305","4150","5126","21551565","83008450000","19930000"
"241520","DSC인베스트먼트","KOSDAQ","벤처기업부","3635","-205","-5.34","3835","3835","3610","420439","1542138200","101094449905","27811403"
"155660","DSR","KOSPI",,"5880","130","2.26","5770","5880","5750","14436","84015340","94080000000","16000000"
"069730","DSR제강","KOSPI",,"5180","70","1.37","5140","5220","5140","20568","106271870","74592000000","14400000"
"017940","E1","KOSPI",,"48150","150","0.31","48250","48300","47850","7721","371128000","330309000000","6860000"
"245620","EDGC","KOSDAQ","기술성장기업부","1990","-20","-1.00","2020","2050","1985","453268","907217250","167311102690","84075931"
"037370","EG","KOSDAQ","중견기업부","7900","20","0.25","7850","8040","7760","18883","148541350","68137278800","8624972"
"278990","EMB","KONEX","일반기업부","3740","-655","-14.90","4395","4395","3740","3926","14831455","13569550280","3628222"
"365550","ESR켄달스퀘어리츠","KOSPI",,"3950","90","2.33","4010","4010","3870","301601","1187017895","841701550000","213089000"
"050120","ES큐브","KOSDAQ","중견기업부","4330","25","0.58","4330","4340","4285","9077","39247565","58732492380","13564086"
"084180","EV수성","KOSDAQ","중견기업부","1485","0","0.00","1530","1540","1485","804439","1220596820","93073540725","62675785"
"383220","F&F","KOSPI",,"142000","2500","1.79","141000","142500","138500","178683","25103150500","5439604650000","38307075"
"007700","F&F홀딩스","KOSPI",,"32750","2200","7.20","30900","34600","30700","3106351","102518883850","1280995519250","39114367"
"214270","FSN","KOSDAQ","중견기업부","3760","85","2.31","3710","3815","3690","304495","1145508135","119109791360","31678136"
"130500","GH신소재","KOSDAQ","중견기업부","4615","115","2.56","4515","4615","4430","927281","4231578335","67125414980","14545052"
"114090","GKL","KOSPI",,"18400","200","1.10","18100","18400","17950","231302","4232367100","1138144328000","61855670"
"900290","GRT","KOSDAQ","외국기업(소속부없음)","2400","0","0.00","2410","2445","2370","28455","68005515","161700000000","67375000"
"078930","GS","KOSPI",,"46650","950","2.08","45750","46650","45600","158394","7330427050","4334502383700","92915378"
"083450","GST","KOSDAQ","우량기업부","20900","550","2.70","20450","21150","20450","34506","720032600","194740870500","9317745"
"006360","GS건설","KOSPI",,"22900","500","2.23","22650","23050","22350","1031443","23497644150","1959816121000","85581490"
"001250","GS글로벌","KOSPI",,"2390","35","1.49","2365","2395","2365","244165","581992210","197255695960","82533764"
"007070","GS리테일","KOSPI",,"29300","350","1.21","28950","29300","28950","130546","3809933850","3068235114600","104717922"
"078935","GS우","KOSPI",,"36000","300","0.84","35750","36000","35750","4324","155100300","64253736000","1784826"
"297890","HB솔루션","KOSDAQ","벤처기업부","12950","150","1.17","12850","13200","12600","58711","756599600","216525204350","16720093"
"078150","HB테크놀러지","KOSDAQ","우량기업부","1965","-25","-1.26","1990","1990","1945","232465","456008080","155216187090","78990426"
"012630","HDC","KOSPI",,"5670","10","0.18","5690","5750","5590","80890","457287650","338735558070","59741721"
"039570","HDC랩스","KOSPI",,"7710","80","1.05","7730","9020","7620","433107","3675463270","200133103710","25957601"
"089470","HDC현대EP","KOSPI",,"4075","10","0.25","4065","4085","4030","37179","150773610","129992500000","31900000"
"294870","HDC현대산업개발","KOSPI",,"10350","250","2.48","10150","10400","10150","179633","1845493500","682140865500","65907330"
"267250","HD현대","KOSPI",,"65100","100","0.15","65000","65200","64600","102762","6679872000","5142449833500","78993085"
"097230","HJ중공업","KOSPI",,"3995","-5","-0.13","3950","4050","3935","36194","143815285","332680752595","83274281"
"195940","HK이노엔","KOSDAQ GLOBAL","벤처기업부","39300","450","1.16","38950","39700","38950","137608","5407992450","1135946810700","28904499"
"014790","HL D&I","KOSPI",,"2885","5","0.17","2865","2895","2850","35587","102234580","109222063885","37858601"
"028300","HLB","KOSDAQ","중견기업부","32250","1300","4.20","31250","32350","31100","595690","19054602050","3447637262250","106903481"
"003580","HLB글로벌","KOSPI",,"6260","30","0.48","6230","6360","6230","110657","696174060","265217682920","42367042"
