,시간,시가,고가,저가,종가,전일대비,거래량,거래대금,누적체결매도수량,상장주식수,시가총액,외국인주문한도수량,외국인주문가능수량,외국인현보유수량,외국인현보유비율,수정주가일자,수정주가비율,기관순매수량,기관누적순매수량,등락주선,등락비율,예탁금,주식회전율,거래성립률
20211019,0,17900,18150,16900,17250,-550,2080312,36100000000,1211200,27931000,481809000000,27931470,27285330,646140,2.309999942779541,20211019,100.0,-1,7343,0,0.0,0,0.0,0.0
20211018,0,18100,18500,17650,17800,-350,1233996,22286000000,736220,27931000,497171000000,27931470,27264434,667036,2.390000104904175,20211018,100.0,3914,7344,0,0.0,0,0.0,0.0
20211015,0,19200,19300,18150,18150,-850,1768919,32912000000,1133940,27931000,506947000000,27931470,27297409,634061,2.2699999809265137,20211015,100.0,1045,3430,0,0.0,0,0.0,0.0
20211014,0,18300,19550,18200,19000,700,4740936,89622000000,2304432,27931000,530689000000,27931470,27215586,715884,2.559999942779541,20211014,100.0,1265,2385,0,0.0,0,0.0,0.0
20211014,0,18300,19550,18200,19000,700,4740936,89622000000,2304432,27931000,530689000000,27931470,27215586,715884,2.559999942779541,20211014,100.0,1265,2614,0,0.0,0,0.0,0.0
20211013,0,18600,19200,17900,18300,-450,2355082,43458000000,1418395,27931000,511137000000,27931470,27240126,691344,2.4800000190734863,20211013,100.0,-8072,1349,0,0.0,0,0.0,0.0
20211012,0,19650,20150,18300,18750,-600,2757585,52962000000,1645674,27931000,523706000000,27931470,27167424,764046,2.740000009536743,20211012,100.0,-46088,9421,0,0.0,0,0.0,0.0
20211008,0,20050,20950,18800,19350,-700,7895987,159041000000,4238856,27931000,540464000000,27931470,27090027,841443,3.009999990463257,20211008,100.0,4241,56073,0,0.0,0,0.0,0.0
20211007,0,17400,20800,17350,20050,2300,16153551,318608000000,8078954,27931000,560016000000,27931470,26940076,991394,3.549999952316284,20211007,100.0,4369,51832,0,0.0,0,0.0,0.0
20211006,0,17400,21550,16650,17750,900,11155661,213114000000,5221096,27931000,495775000000,27931470,27164022,767448,2.75,20211006,100.0,57731,47463,0,0.0,0,0.0,0.0
20211005,0,19050,19550,16650,16850,-2750,3099709,55485000000,2038399,27931000,470637000000,27931470,27088737,842733,3.0199999809265137,20211005,100.0,-58299,-10268,0,0.0,0,0.0,0.0
20211001,0,18100,20100,18000,19600,1750,9327484,179242000000,4628513,27931000,547447000000,27931470,26930692,1000778,3.5799999237060547,20211001,100.0,752,47911,0,0.0,0,0.0,0.0
20210930,0,19600,21450,17550,17850,-700,16811805,337282000000,8911603,27931000,498568000000,27931470,27107377,824093,2.950000047683716,20210930,100.0,-23180,47159,0,0.0,0,0.0,0.0
20210929,0,16100,19200,15950,18550,2050,10756122,197548000000,4803224,27931000,518120000000,27931470,27119750,811720,2.9100000858306885,20210929,100.0,48914,70339,0,0.0,0,0.0,0.0
20210929,0,16100,19200,15950,18550,2050,10756122,197548000000,4803224,27931000,518120000000,27931470,27119750,811720,2.9100000858306885,20210929,100.0,48914,70051,0,0.0,0,0.0,0.0
20210928,0,17650,19600,16450,16500,-1550,6178907,113019000000,3439161,27931000,460861000000,27931470,27179195,752275,2.690000057220459,20210928,100.0,8040,21137,0,0.0,0,0.0,0.0
20210927,0,17650,18600,17050,18050,100,2982393,52859000000,1414909,27931000,504154000000,27931470,27123913,807557,2.890000104904175,20210927,100.0,-38848,13097,0,0.0,0,0.0,0.0
20210924,0,17250,17950,16800,17950,150,4045645,70107000000,2058624,27931000,501361000000,27931470,27022107,909363,3.259999990463257,20210924,100.0,65086,51945,0,0.0,0,0.0,0.0
20210924,0,17250,17950,16800,17950,150,4045645,70107000000,2058624,27931000,501361000000,27931470,27022107,909363,3.259999990463257,20210924,100.0,65086,50623,0,0.0,0,0.0,0.0
20210923,0,14850,18600,14650,17800,2750,13246110,234217000000,6165069,27931000,497171000000,27931470,27103311,828159,2.9600000381469727,20210923,100.0,-3263,-14463,0,0.0,0,0.0,0.0
20210917,0,15400,15500,15050,15050,-300,167709,2539000000,104541,27931000,420361000000,27931470,27008690,922780,3.299999952316284,20210917,100.0,-111,-11369,0,0.0,0,0.0,0.0
20210916,0,15200,15400,15100,15350,250,193940,2958000000,70395,27931000,428740000000,27931470,26968921,962549,3.450000047683716,20210916,100.0,919,-11258,0,0.0,0,0.0,0.0
20210915,0,15150,15350,15050,15100,-50,176227,2678000000,87019,27931000,421758000000,27931470,26991991,939479,3.359999895095825,20210915,100.0,2637,-12177,0,0.0,0,0.0,0.0
20210914,0,14900,15200,14850,15150,350,162910,2452000000,89242,27931000,423154000000,27931470,27018283,913187,3.2699999809265137,20210914,100.0,-2839,-14814,0,0.0,0,0.0,0.0
20210914,0,14900,15200,14850,15150,350,162910,2452000000,89242,27931000,423154000000,27931470,27018283,913187,3.2699999809265137,20210914,100.0,-2839,-17036,0,0.0,0,0.0,0.0
20210913,0,15100,15150,14800,14800,-350,184195,2745000000,104885,27931000,413378000000,27931470,27004770,926700,3.319999933242798,20210913,100.0,3293,-14197,0,0.0,0,0.0,0.0
20210910,0,14950,15350,14800,15150,400,197264,2968000000,82674,27931000,423154000000,27931470,26985422,946048,3.390000104904175,20210910,100.0,-2713,-17490,0,0.0,0,0.0,0.0
20210909,0,15100,15250,14750,14750,-400,320122,4789000000,200173,27931000,411982000000,27931470,26985382,946088,3.390000104904175,20210909,100.0,-31642,-14777,0,0.0,0,0.0,0.0
20210909,0,15100,15250,14750,14750,-400,320122,4789000000,200173,27931000,411982000000,27931470,26985382,946088,3.390000104904175,20210909,100.0,-31642,-18987,0,0.0,0,0.0,0.0
20210908,0,15650,15650,15100,15150,-350,336634,5144000000,197830,27931000,423154000000,27931470,26977142,954328,3.4200000762939453,20210908,100.0,290,12655,0,0.0,0,0.0,0.0
20210907,0,15800,16000,15400,15500,-400,435917,6782000000,303929,27931000,432930000000,27931470,26958249,973221,3.4800000190734863,20210907,100.0,-509,12365,0,0.0,0,0.0,0.0
20210906,0,15200,16200,15000,15900,800,1004155,15790000000,419642,27931000,444102000000,27931470,26886266,1045204,3.740000009536743,20210906,100.0,-4142,12874,0,0.0,0,0.0,0.0
20210903,0,15200,15350,15100,15100,-100,316373,4816000000,170654,27931000,421758000000,27931470,26973524,957946,3.430000066757202,20210903,100.0,-1135,70717,0,0.0,0,0.0,0.0
20210902,0,14800,15200,14750,15200,450,245233,3685000000,82832,27931000,424551000000,27931470,27036175,895295,3.2100000381469727,20210902,100.0,134,71852,0,0.0,0,0.0,0.0
20210901,0,14800,14850,14700,14750,-100,138523,2045000000,88419,27931000,411982000000,27931470,27074149,857321,3.069999933242798,20210901,100.0,-499,71718,0,0.0,0,0.0,0.0
20210831,0,15000,15000,14600,14850,-150,188409,2780000000,128638,27931000,414775000000,27931470,27095192,836278,2.990000009536743,20210831,100.0,-773,72217,0,0.0,0,0.0,0.0
20210830,0,15100,15200,14900,15000,50,163341,2453000000,108231,27931000,418965000000,27931470,27084821,846649,3.0299999713897705,20210830,100.0,-1353,72990,0,0.0,0,0.0,0.0
20210830,0,15100,15200,14900,15000,50,163341,2453000000,108231,27931000,418965000000,27931470,27084821,846649,3.0299999713897705,20210830,100.0,-1353,94211,0,0.0,0,0.0,0.0
20210827,0,14950,15250,14800,14950,0,216563,3258000000,88595,27931000,417568000000,27931470,27067074,864396,3.0899999141693115,20210827,100.0,897,95564,0,0.0,0,0.0,0.0
20210826,0,15150,15250,14900,14950,-300,183202,2759000000,117686,27931000,417568000000,27931470,27076183,855287,3.059999942779541,20210826,100.0,-823,94667,0,0.0,0,0.0,0.0
20210825,0,15300,15350,14900,15250,-50,210026,3163000000,129401,27931000,425947000000,27931470,27083272,848198,3.039999961853028,20210825,100.0,-940,95490,0,0.0,0,0.0,0.0
20210825,0,15300,15350,14900,15250,-50,210026,3163000000,129401,27931000,425947000000,27931470,27083272,848198,3.039999961853028,20210825,100.0,-940,98821,0,0.0,0,0.0,0.0
20210824,0,14950,15400,14900,15300,350,447868,6822000000,186100,27931000,427344000000,27931470,27074444,857026,3.069999933242798,20210824,100.0,-342,99761,0,0.0,0,0.0,0.0
20210823,0,14600,14950,14450,14950,350,167879,2477000000,71503,27931000,417568000000,27931470,27173741,757729,2.7100000381469727,20210823,100.0,1374,100103,0,0.0,0,0.0,0.0
20210820,0,14500,15100,14350,14600,150,363250,5314000000,209497,27931000,407792000000,27931470,27192095,739375,2.650000095367432,20210820,100.0,-606,98729,0,0.0,0,0.0,0.0
20210820,0,14500,15100,14350,14600,150,363250,5314000000,209497,27931000,407792000000,27931470,27192095,739375,2.650000095367432,20210820,100.0,-606,99504,0,0.0,0,0.0,0.0
20210819,0,14950,15050,14400,14450,-700,307361,4499000000,197333,27931000,403602000000,27931470,27165756,765714,2.740000009536743,20210819,100.0,1378,100110,0,0.0,0,0.0,0.0
20210818,0,14150,15900,14150,15150,750,862804,13037000000,417954,27931000,423154000000,27931470,27109110,822360,2.940000057220459,20210818,100.0,3545,98732,0,0.0,0,0.0,0.0
20210817,0,15250,15250,14200,14400,-650,305960,4482000000,216003,27931000,402206000000,27931470,27173102,758368,2.720000028610229,20210817,100.0,-2912,95187,0,0.0,0,0.0,0.0
20210813,0,15400,15500,14800,15050,-200,347282,5248000000,217557,27931000,420361000000,27931470,27164051,767419,2.75,20210813,100.0,1322,93729,0,0.0,0,0.0,0.0
20210812,0,14900,15500,14850,15250,400,308830,4693000000,140474,27931000,425947000000,27931470,27127225,804245,2.880000114440918,20210812,100.0,-23,92407,0,0.0,0,0.0,0.0
20210811,0,15100,15250,14800,14850,-100,187785,2822000000,126895,27931000,414775000000,27931470,27158467,773003,2.7699999809265137,20210811,100.0,-4402,92430,0,0.0,0,0.0,0.0
20210810,0,15400,15500,14900,14950,-300,196867,2971000000,125629,27931000,417568000000,27931470,27159167,772303,2.759999990463257,20210810,100.0,1312,96832,0,0.0,0,0.0,0.0
20210810,0,15400,15500,14900,14950,-300,196867,2971000000,125629,27931000,417568000000,27931470,27159167,772303,2.759999990463257,20210810,100.0,1312,64607,0,0.0,0,0.0,0.0
20210809,0,14900,15600,14900,15250,350,451102,6903000000,199958,27931000,425947000000,27931470,27153042,778428,2.789999961853028,20210809,100.0,-1027,63295,0,0.0,0,0.0,0.0
20210806,0,15100,15150,14800,14900,-200,132943,1984000000,97736,27931000,416171000000,27931470,27180946,750524,2.690000057220459,20210806,100.0,-731,64322,0,0.0,0,0.0,0.0
20210805,0,15200,15350,15000,15100,-100,133987,2027000000,78586,27931000,421758000000,27931470,27186411,745059,2.6700000762939453,20210805,100.0,950,65053,0,0.0,0,0.0,0.0
20210805,0,15200,15350,15000,15100,-100,133987,2027000000,78586,27931000,421758000000,27931470,27186411,745059,2.6700000762939453,20210805,100.0,950,64957,0,0.0,0,0.0,0.0
20210804,0,15200,15300,15050,15200,-100,162920,2462000000,102501,27931000,424551000000,27931470,27189193,742277,2.6600000858306885,20210804,100.0,2191,64007,0,0.0,0,0.0,0.0
20210803,0,14650,15350,14550,15300,650,487257,7348000000,213625,27931000,427344000000,27931470,27181554,749916,2.680000066757202,20210803,100.0,-495,61816,0,0.0,0,0.0,0.0
20210802,0,14700,14800,14550,14650,0,86857,1272000000,47941,27931000,409189000000,27931470,27214353,717117,2.569999933242798,20210802,100.0,1799,62311,0,0.0,0,0.0,0.0
20210730,0,14650,14750,14400,14650,50,115604,1681000000,58568,27931000,409189000000,27931470,27218361,713109,2.549999952316284,20210730,100.0,1721,53149,0,0.0,0,0.0,0.0
20210729,0,14500,14650,14500,14600,150,83468,1216000000,40587,27931000,407792000000,27931470,27215455,716015,2.559999942779541,20210729,100.0,-55,51428,0,0.0,0,0.0,0.0
20210728,0,14300,14600,14300,14450,50,94912,1369000000,51132,27931000,403602000000,27931470,27216350,715120,2.559999942779541,20210728,100.0,211,51483,0,0.0,0,0.0,0.0
20210727,0,14500,14550,14350,14400,0,96069,1389000000,54281,27931000,402206000000,27931470,27218796,712674,2.549999952316284,20210727,100.0,1051,51272,0,0.0,0,0.0,0.0
20210726,0,14700,14700,14350,14400,-200,192180,2778000000,125386,27931000,402206000000,27931470,27222515,708955,2.539999961853028,20210726,100.0,1056,50221,0,0.0,0,0.0,0.0
20210726,0,14700,14700,14350,14400,-200,192180,2778000000,125386,27931000,402206000000,27931470,27222515,708955,2.539999961853028,20210726,100.0,1056,52011,0,0.0,0,0.0,0.0
20210723,0,14750,14900,14500,14600,-150,107504,1581000000,74411,27931000,407792000000,27931470,27214435,717035,2.569999933242798,20210723,100.0,-95,50955,0,0.0,0,0.0,0.0
20210722,0,14750,14850,14650,14750,-50,109511,1615000000,66098,27931000,411982000000,27931470,27214360,717110,2.569999933242798,20210722,100.0,-1513,51050,0,0.0,0,0.0,0.0
20210721,0,15050,15050,14750,14800,-100,94116,1401000000,63125,27931000,413378000000,27931470,27214497,716973,2.569999933242798,20210721,100.0,-23,52563,0,0.0,0,0.0,0.0
20210721,0,15050,15050,14750,14800,-100,94116,1401000000,63125,27931000,413378000000,27931470,27214497,716973,2.569999933242798,20210721,100.0,-23,52770,0,0.0,0,0.0,0.0
20210720,0,14950,15050,14800,14900,-200,107379,1604000000,76890,27931000,416171000000,27931470,27196045,735425,2.630000114440918,20210720,100.0,1214,52793,0,0.0,0,0.0,0.0
20210719,0,14800,15200,14700,15100,300,206899,3094000000,92832,27931000,421758000000,27931470,27191924,739546,2.650000095367432,20210719,100.0,1138,51579,0,0.0,0,0.0,0.0
20210716,0,14850,14950,14650,14800,-50,169898,2512000000,118295,27931000,413378000000,27931470,27178597,752873,2.700000047683716,20210716,100.0,2163,50441,0,0.0,0,0.0,0.0
20210716,0,14850,14950,14650,14800,-50,169898,2512000000,118295,27931000,413378000000,27931470,27178597,752873,2.700000047683716,20210716,100.0,2163,54181,0,0.0,0,0.0,0.0
20210715,0,15000,15000,14750,14850,100,149813,2218000000,101284,27931000,414775000000,27931470,27164255,767215,2.75,20210715,100.0,-7635,52018,0,0.0,0,0.0,0.0
20210714,0,14950,14950,14700,14750,-100,118825,1754000000,68108,27931000,411982000000,27931470,27157151,774319,2.7699999809265137,20210714,100.0,-2808,59653,0,0.0,0,0.0,0.0
20210713,0,15050,15100,14850,14850,-200,184810,2765000000,131571,27931000,414775000000,27931470,27134836,796634,2.8499999046325684,20210713,100.0,-1399,62461,0,0.0,0,0.0,0.0
20210712,0,15000,15150,14900,15050,100,160334,2408000000,76486,27931000,420361000000,27931470,27125961,805509,2.880000114440918,20210712,100.0,4717,63860,0,0.0,0,0.0,0.0
20210709,0,15200,15250,14800,14950,-400,342502,5134000000,230045,27931000,417568000000,27931470,27105305,826165,2.9600000381469727,20210709,100.0,2419,64083,0,0.0,0,0.0,0.0
20210708,0,16100,16150,15300,15350,-750,483775,7530000000,337769,27931000,428740000000,27931470,27125905,805565,2.880000114440918,20210708,100.0,355,61664,0,0.0,0,0.0,0.0
20210707,0,15750,16350,15550,16100,400,645979,10392000000,324492,27931000,449689000000,27931470,27090323,841147,3.009999990463257,20210707,100.0,-1838,61309,0,0.0,0,0.0,0.0
20210706,0,16100,16200,15600,15700,-300,284953,4503000000,178367,27931000,438516000000,27931470,27162442,769028,2.75,20210706,100.0,646,63147,0,0.0,0,0.0,0.0
20210706,0,16100,16200,15600,15700,-300,284953,4503000000,178367,27931000,438516000000,27931470,27162442,769028,2.75,20210706,100.0,646,64104,0,0.0,0,0.0,0.0
20210705,0,15850,16350,15800,16000,250,698678,11231000000,345374,27931000,446896000000,27931470,27121524,809946,2.900000095367432,20210705,100.0,651,63458,0,0.0,0,0.0,0.0
20210702,0,15900,15950,15600,15750,-50,266741,4212000000,132621,27931000,439913000000,27931470,27039717,891753,3.190000057220459,20210702,100.0,-1647,62807,0,0.0,0,0.0,0.0
20210701,0,15700,15900,15450,15800,150,268235,4206000000,140836,27931000,441309000000,27931470,27054513,876957,3.140000104904175,20210701,100.0,5068,64454,0,0.0,0,0.0,0.0
20210701,0,15700,15900,15450,15800,150,268235,4206000000,140836,27931000,441309000000,27931470,27054513,876957,3.140000104904175,20210701,100.0,5068,65168,0,0.0,0,0.0,0.0
20210630,0,15650,15800,15450,15650,0,153804,2401000000,86186,27931000,437120000000,27931470,27103353,828117,2.9600000381469727,20210630,100.0,-695,60100,0,0.0,0,0.0,0.0
20210629,0,15800,16100,15600,15650,-100,413276,6545000000,235301,27931000,437120000000,27931470,27119779,811691,2.9100000858306885,20210629,100.0,-3282,60795,0,0.0,0,0.0,0.0
20210628,0,15600,15800,15400,15750,350,404835,6312000000,216649,27931000,439913000000,27931470,27102801,828669,2.970000028610229,20210628,100.0,7315,64077,0,0.0,0,0.0,0.0
20210625,0,15550,15600,15200,15400,0,378323,5827000000,195505,27931000,430137000000,27931470,27109467,822003,2.940000057220459,20210625,100.0,2266,58193,0,0.0,0,0.0,0.0
20210624,0,14700,16150,14700,15400,850,1999686,30820000000,915795,27931000,430137000000,27931470,27155574,775896,2.7799999713897705,20210624,100.0,13888,55927,0,0.0,0,0.0,0.0
20210623,0,14450,14700,14400,14550,100,186682,2714000000,76105,27931000,406396000000,27931470,27202209,729261,2.609999895095825,20210623,100.0,7595,42039,0,0.0,0,0.0,0.0
20210622,0,14500,14550,14400,14450,-50,99679,1444000000,54646,27931000,403602000000,27931470,27203822,727648,2.609999895095825,20210622,100.0,6003,34444,0,0.0,0,0.0,0.0
20210621,0,14400,14600,14350,14500,50,123450,1786000000,47829,27931000,404999000000,27931470,27181138,750332,2.690000057220459,20210621,100.0,3679,28441,0,0.0,0,0.0,0.0
20210621,0,14400,14600,14350,14500,50,123450,1786000000,47829,27931000,404999000000,27931470,27181138,750332,2.690000057220459,20210621,100.0,3679,29732,0,0.0,0,0.0,0.0
20210618,0,14500,14550,14350,14450,0,116161,1679000000,74442,27931000,403602000000,27931470,27184310,747160,2.6700000762939453,20210618,100.0,-160,26053,0,0.0,0,0.0,0.0
20210617,0,14600,14600,14400,14450,-100,123852,1792000000,75000,27931000,403602000000,27931470,27167026,764444,2.740000009536743,20210617,100.0,-20500,26213,0,0.0,0,0.0,0.0
20210616,0,14600,14650,14500,14550,-50,202631,2951000000,145540,27931000,406396000000,27931470,27135269,796201,2.8499999046325684,20210616,100.0,-14436,46713,0,0.0,0,0.0,0.0
20210616,0,14600,14650,14500,14550,-50,202631,2951000000,145540,27931000,406396000000,27931470,27135269,796201,2.8499999046325684,20210616,100.0,-14436,14779,0,0.0,0,0.0,0.0
20210615,0,14800,14800,14550,14600,-50,142514,2082000000,85414,27931000,407792000000,27931470,27135324,796146,2.8499999046325684,20210615,100.0,-14100,29215,0,0.0,0,0.0,0.0
20210614,0,14900,14950,14650,14650,-250,107560,1587000000,69378,27931000,409189000000,27931470,27112175,819295,2.930000066757202,20210614,100.0,-11860,43315,0,0.0,0,0.0,0.0
20210611,0,15150,15200,14750,14900,-200,146819,2190000000,84220,27931000,416171000000,27931470,27097860,833610,2.9800000190734863,20210611,100.0,-8639,55175,0,0.0,0,0.0,0.0
20210611,0,15150,15200,14750,14900,-200,146819,2190000000,84220,27931000,416171000000,27931470,27097860,833610,2.9800000190734863,20210611,100.0,-8639,87782,0,0.0,0,0.0,0.0
20210610,0,14600,15100,14600,15100,400,176342,2629000000,48421,27931000,421758000000,27931470,27078089,853381,3.059999942779541,20210610,100.0,27382,96421,0,0.0,0,0.0,0.0
20210609,0,15000,15100,14700,14700,-350,168044,2491000000,119875,27931000,410585000000,27931470,27101073,830397,2.970000028610229,20210609,100.0,658,69039,0,0.0,0,0.0,0.0
20210608,0,15350,15500,15000,15050,-100,272839,4148000000,159934,27931000,420361000000,27931470,27066263,865207,3.0999999046325684,20210608,100.0,845,68381,0,0.0,0,0.0,0.0
20210607,0,14800,15550,14750,15150,450,511140,7773000000,229076,27931000,423154000000,27931470,27018912,912558,3.2699999809265137,20210607,100.0,4724,67536,0,0.0,0,0.0,0.0
20210604,0,14600,14800,14550,14700,100,133900,1972000000,63394,27931000,410585000000,27931470,27068814,862656,3.0899999141693115,20210604,100.0,2004,52551,0,0.0,0,0.0,0.0
20210603,0,14550,14650,14450,14600,100,96158,1400000000,43239,27931000,407792000000,27931470,27070286,861184,3.0799999237060547,20210603,100.0,113,50547,0,0.0,0,0.0,0.0
20210602,0,14700,14700,14450,14500,-100,109559,1590000000,70948,27931000,404999000000,27931470,27065832,865638,3.0999999046325684,20210602,100.0,-65,50434,0,0.0,0,0.0,0.0
20210601,0,14700,14700,14450,14600,-50,114966,1670000000,86419,27931000,407792000000,27931470,27055958,875512,3.130000114440918,20210601,100.0,-620,50499,0,0.0,0,0.0,0.0
20210601,0,14700,14700,14450,14600,-50,114966,1670000000,86419,27931000,407792000000,27931470,27055958,875512,3.130000114440918,20210601,100.0,-620,62322,0,0.0,0,0.0,0.0
20210531,0,14550,14700,14500,14650,150,99060,1445000000,40119,27931000,409189000000,27931470,27037050,894420,3.200000047683716,20210531,100.0,6421,62942,0,0.0,0,0.0,0.0
20210528,0,14650,14750,14450,14500,-100,136282,1982000000,87829,27931000,404999000000,27931470,27050973,880497,3.150000095367432,20210528,100.0,-137,56521,0,0.0,0,0.0,0.0
20210527,0,14500,14650,14400,14600,100,87897,1278000000,46547,27931000,407792000000,27931470,27054520,876950,3.140000104904175,20210527,100.0,121,56658,0,0.0,0,0.0,0.0
20210527,0,14500,14650,14400,14600,100,87897,1278000000,46547,27931000,407792000000,27931470,27054520,876950,3.140000104904175,20210527,100.0,121,56999,0,0.0,0,0.0,0.0
20210526,0,14350,14600,14300,14500,50,71634,1035000000,33091,27931000,404999000000,27931470,27058454,873016,3.130000114440918,20210526,100.0,446,56878,0,0.0,0,0.0,0.0
20210525,0,14400,14500,14250,14450,50,118947,1712000000,53771,27931000,403602000000,27931470,27061784,869686,3.109999895095825,20210525,100.0,101,56432,0,0.0,0,0.0,0.0
20210524,0,14800,14800,14300,14400,-250,127994,1855000000,91929,27931000,402206000000,27931470,27057329,874141,3.130000114440918,20210524,100.0,1578,56331,0,0.0,0,0.0,0.0
20210521,0,14850,14900,14650,14650,-150,110068,1623000000,67117,27931000,409189000000,27931470,27039121,892349,3.190000057220459,20210521,100.0,658,54119,0,0.0,0,0.0,0.0
20210520,0,15200,15200,14700,14800,-150,143099,2127000000,93867,27931000,413378000000,27931470,27045996,885474,3.1700000762939453,20210520,100.0,-7518,53461,0,0.0,0,0.0,0.0
20210518,0,15000,15150,14850,14950,-50,106804,1598000000,63273,27931000,417568000000,27931470,27034147,897323,3.2100000381469727,20210518,100.0,3843,60979,0,0.0,0,0.0,0.0
20210517,0,14800,15050,14700,15000,300,137869,2046000000,56923,27931000,418965000000,27931470,27041859,889611,3.180000066757202,20210517,100.0,-520,57136,0,0.0,0,0.0,0.0
20210517,0,14800,15050,14700,15000,300,137869,2046000000,56923,27931000,418965000000,27931470,27041859,889611,3.180000066757202,20210517,100.0,-520,57242,0,0.0,0,0.0,0.0
20210514,0,14750,14750,14600,14700,150,98572,1445000000,55902,27931000,410585000000,27931470,27052871,878599,3.150000095367432,20210514,100.0,8044,57762,0,0.0,0,0.0,0.0
20210513,0,14550,15000,14450,14550,-350,161273,2374000000,112287,27931000,406396000000,27931470,27053497,877973,3.140000104904175,20210513,100.0,1473,49718,0,0.0,0,0.0,0.0
20210512,0,15300,15400,14750,14900,-400,130243,1950000000,88860,27931000,416171000000,27931470,27060705,870765,3.119999885559082,20210512,100.0,-680,48245,0,0.0,0,0.0,0.0
20210512,0,15300,15400,14750,14900,-400,130243,1950000000,88860,27931000,416171000000,27931470,27060705,870765,3.119999885559082,20210512,100.0,-680,47372,0,0.0,0,0.0,0.0
20210511,0,15350,15400,15050,15300,-100,134726,2045000000,83411,27931000,427344000000,27931470,27043993,887477,3.180000066757202,20210511,100.0,10695,48052,0,0.0,0,0.0,0.0
20210510,0,15050,15400,14850,15400,550,219045,3329000000,113215,27931000,430137000000,27931470,27041549,889921,3.190000057220459,20210510,100.0,1982,37357,0,0.0,0,0.0,0.0
20210507,0,14700,14900,14550,14850,250,130208,1921000000,62521,27931000,414775000000,27931470,27059587,871883,3.119999885559082,20210507,100.0,-1366,35375,0,0.0,0,0.0,0.0
20210507,0,14700,14900,14550,14850,250,130208,1921000000,62521,27931000,414775000000,27931470,27059587,871883,3.119999885559082,20210507,100.0,-1366,36162,0,0.0,0,0.0,0.0
20210506,0,14600,14800,14500,14600,50,143915,2103000000,82002,27931000,407792000000,27931470,27057276,874194,3.130000114440918,20210506,100.0,846,37528,0,0.0,0,0.0,0.0
20210504,0,14950,15050,14200,14550,-400,301529,4390000000,202075,27931000,406396000000,27931470,27042678,888792,3.180000066757202,20210504,100.0,955,36682,0,0.0,0,0.0,0.0
20210503,0,15200,15450,14950,14950,-400,210516,3183000000,141016,27931000,417568000000,27931470,27080764,850706,3.049999952316284,20210503,100.0,3988,35727,0,0.0,0,0.0,0.0
20210430,0,15400,15600,15200,15350,0,160945,2474000000,98067,27931000,428740000000,27931470,27077282,854188,3.059999942779541,20210430,100.0,332,71582,0,0.0,0,0.0,0.0
20210429,0,15750,15800,15250,15350,-450,249142,3848000000,177727,27931000,428740000000,27931470,27068133,863337,3.0899999141693115,20210429,100.0,266,71250,0,0.0,0,0.0,0.0
20210428,0,16300,16300,15650,15800,-300,415415,6633000000,245525,27931000,441309000000,27931470,27040728,890742,3.190000057220459,20210428,100.0,-1937,70984,0,0.0,0,0.0,0.0
20210427,0,16300,16500,16050,16100,-150,355521,5774000000,234564,27931000,449689000000,27931470,26986601,944869,3.380000114440918,20210427,100.0,-656,72921,0,0.0,0,0.0,0.0
20210427,0,16300,16500,16050,16100,-150,355521,5774000000,234564,27931000,449689000000,27931470,26986601,944869,3.380000114440918,20210427,100.0,-656,72820,0,0.0,0,0.0,0.0
20210426,0,15750,16350,15700,16250,650,645319,10444000000,282622,27931000,453878000000,27931470,26932138,999332,3.5799999237060547,20210426,100.0,-56,73476,0,0.0,0,0.0,0.0
20210423,0,15500,16050,15250,15600,100,351254,5493000000,184034,27931000,435723000000,27931470,26956332,975138,3.490000009536743,20210423,100.0,1256,73532,0,0.0,0,0.0,0.0
20210422,0,15750,15800,15400,15500,-100,239113,3715000000,174197,27931000,432930000000,27931470,26974954,956516,3.4200000762939453,20210422,100.0,-1392,72276,0,0.0,0,0.0,0.0
20210422,0,15750,15800,15400,15500,-100,239113,3715000000,174197,27931000,432930000000,27931470,26974954,956516,3.4200000762939453,20210422,100.0,-1392,71968,0,0.0,0,0.0,0.0
20210421,0,15450,16200,15400,15600,150,576694,9086000000,239792,27931000,435723000000,27931470,26934080,997390,3.569999933242798,20210421,100.0,-533,73360,0,0.0,0,0.0,0.0
20210420,0,15650,15650,15350,15450,0,196856,3044000000,136845,27931000,431533000000,27931470,26991737,939733,3.359999895095825,20210420,100.0,131,73893,0,0.0,0,0.0,0.0
20210419,0,15300,15600,15200,15450,50,169881,2622000000,86962,27931000,431533000000,27931470,27015688,915782,3.2799999713897705,20210419,100.0,353,73762,0,0.0,0,0.0,0.0
20210416,0,15600,15650,15350,15400,-200,208989,3225000000,150845,27931000,430137000000,27931470,27029209,902261,3.2300000190734863,20210416,100.0,-1447,74211,0,0.0,0,0.0,0.0
20210415,0,15850,15900,15450,15600,-200,204149,3189000000,127091,27931000,435723000000,27931470,27042562,888908,3.180000066757202,20210415,100.0,4274,75658,0,0.0,0,0.0,0.0
20210414,0,15250,15950,15100,15800,500,433602,6793000000,169600,27931000,441309000000,27931470,27016844,914626,3.2699999809265137,20210414,100.0,1139,71384,0,0.0,0,0.0,0.0
20210413,0,15500,15550,15250,15300,-200,186169,2860000000,105246,27931000,427344000000,27931470,27036960,894510,3.200000047683716,20210413,100.0,3427,70245,0,0.0,0,0.0,0.0
