날짜,시간,index,시가,고가,저가,종가,전일대비,거래량,거래대금,누적체결매도수량,누적체결매수수량,상장주식수,시가총액,외국인주문한도수량,외국인주문가능수량,외국인현보유수량,외국인현보유비율,수정주가일자,수정주가비율,기관순매수량,기관누적순매수량,등락주선,등락비율,예탁금,주식회전율,거래성립률
20221129,948,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,947,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,946,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,945,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,944,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,943,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,942,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,941,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,940,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,939,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,938,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,937,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,936,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,935,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,934,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,933,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,932,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,931,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,930,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,929,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,928,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,927,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,926,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,925,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,924,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,923,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,922,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,921,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,920,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,919,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,918,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,917,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,916,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,915,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,914,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,913,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,912,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,911,,,,,,,,,,,,,,,,,,,,,,,,,
