"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 20일","2.615","2.537","2.660","2.537","3.59%"
"2022년 12월 19일","2.524","2.500","2.567","2.483","1.23%"
"2022년 12월 16일","2.493","2.476","2.578","2.467","3.64%"
"2022년 12월 15일","2.406","2.287","2.462","2.202","7.51%"
"2022년 12월 14일","2.238","2.190","2.297","2.178","1.14%"
"2022년 12월 13일","2.212","2.274","2.296","2.129","-1.47%"
"2022년 12월 12일","2.245","2.227","2.255","2.170","1.27%"
"2022년 12월 09일","2.217","2.132","2.249","2.124","4.94%"
"2022년 12월 08일","2.113","2.078","2.144","2.059","1.54%"
"2022년 12월 07일","2.081","2.053","2.142","2.040","-0.33%"
"2022년 12월 06일","2.088","2.190","2.195","2.072","-3.58%"
"2022년 12월 05일","2.165","2.171","2.196","2.109","1.50%"
"2022년 12월 02일","2.133","2.113","2.181","2.042","1.60%"
"2022년 12월 01일","2.099","2.142","2.197","2.089","-6.36%"
"2022년 11월 30일","2.242","2.253","2.296","2.227","0.89%"
"2022년 11월 29일","2.222","2.235","2.276","2.176","-3.41%"
"2022년 11월 28일","2.301","2.241","2.345","2.213","3.44%"
"2022년 11월 25일","2.224","2.095","2.243","2.089","6.79%"
"2022년 11월 24일","2.083","2.098","2.120","2.034","-3.40%"
"2022년 11월 23일","2.156","2.231","2.271","2.130","-1.84%"
"2022년 11월 22일","2.197","2.224","2.265","2.182","-0.75%"
"2022년 11월 21일","2.213","2.230","2.285","2.168","-0.94%"
