"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 19일","-0.206","-0.193","-0.193","-0.206","7.31%"
"2022년 12월 18일","-0.191","-0.191","-0.191","-0.191","3.51%"
"2022년 12월 16일","-0.185","-0.199","-0.185","-0.205","-3.14%"
"2022년 12월 15일","-0.191","-0.215","-0.182","-0.221","5.23%"
"2022년 12월 14일","-0.182","-0.209","-0.177","-0.214","0.00%"
"2022년 12월 13일","-0.182","-0.188","-0.181","-0.192","0.00%"
"2022년 12월 12일","-0.182","-0.174","-0.165","-0.219","0.00%"
"2022년 12월 11일","-0.182","-0.182","-0.182","-0.182","17.10%"
"2022년 12월 09일","-0.155","-0.208","-0.155","-0.273","-13.17%"
"2022년 12월 08일","-0.178","-0.199","-0.160","-0.264","-0.28%"
"2022년 12월 07일","-0.179","-0.188","-0.166","-0.204","0.00%"
"2022년 12월 06일","-0.179","-0.186","-0.170","-0.205","0.00%"
"2022년 12월 05일","-0.179","-0.179","-0.160","-0.194","0.00%"
"2022년 12월 04일","-0.179","-0.179","-0.179","-0.179","4.07%"
"2022년 12월 02일","-0.172","-0.158","-0.158","-0.178","15.44%"
"2022년 12월 01일","-0.149","-0.161","-0.149","-0.244","0.00%"
"2022년 11월 30일","-0.149","-0.153","-0.149","-0.165","0.00%"
"2022년 11월 29일","-0.149","-0.157","-0.149","-0.244","-3.25%"
"2022년 11월 28일","-0.154","-0.166","-0.149","-0.244","3.36%"
"2022년 11월 27일","-0.149","-0.149","-0.149","-0.149","-8.02%"
"2022년 11월 25일","-0.162","-0.147","-0.147","-0.244","8.72%"
"2022년 11월 24일","-0.149","-0.145","-0.144","-0.244","0.00%"
"2022년 11월 23일","-0.149","-0.149","-0.149","-0.149","4.93%"
"2022년 11월 22일","-0.142","-0.136","-0.136","-0.244","10.08%"
"2022년 11월 21일","-0.129","-0.142","-0.117","-0.235","0.00%"
"2022년 11월 20일","-0.129","-0.129","-0.129","-0.129","5.74%"
