"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 16일","2.222","2.206","2.306","2.191","2.68%"
"2022년 12월 15일","2.164","1.975","2.213","1.905","12.24%"
"2022년 12월 14일","1.928","1.926","1.992","1.893","0.16%"
"2022년 12월 13일","1.925","1.998","2.017","1.857","-2.58%"
"2022년 12월 12일","1.976","1.941","1.986","1.911","1.72%"
"2022년 12월 10일","1.942","1.942","1.942","1.942","0.49%"
"2022년 12월 09일","1.933","1.845","1.961","1.845","5.63%"
"2022년 12월 08일","1.830","1.774","1.840","1.760","2.64%"
"2022년 12월 07일","1.783","1.788","1.825","1.742","-1.49%"
"2022년 12월 06일","1.810","1.897","1.931","1.799","-4.54%"
"2022년 12월 05일","1.896","1.865","1.914","1.840","1.34%"
"2022년 12월 02일","1.871","1.818","1.885","1.736","3.09%"
"2022년 12월 01일","1.815","1.867","1.876","1.787","-6.97%"
"2022년 11월 30일","1.951","1.968","1.993","1.865","1.83%"
"2022년 11월 29일","1.916","1.968","1.968","1.865","-4.72%"
"2022년 11월 28일","2.011","1.964","2.067","1.944","0.05%"
"2022년 11월 25일","2.010","1.915","2.024","1.906","6.01%"
"2022년 11월 24일","1.896","1.951","1.951","1.835","-3.27%"
"2022년 11월 23일","1.960","1.976","2.035","1.942","-0.36%"
"2022년 11월 22일","1.967","1.969","2.011","1.948","0.51%"
"2022년 11월 21일","1.957","1.974","2.029","1.922","-1.36%"
