"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 16일","3.743","3.757","3.838","3.737","0.97%"
"2022년 12월 15일","3.707","3.749","3.759","3.659","-1.59%"
"2022년 12월 14일","3.767","3.737","3.843","3.737","-0.45%"
"2022년 12월 13일","3.784","3.688","3.784","3.662","2.94%"
"2022년 12월 12일","3.676","3.626","3.706","3.546","1.10%"
"2022년 12월 09일","3.636","3.589","3.648","3.573","1.82%"
"2022년 12월 08일","3.571","3.518","3.574","3.493","1.85%"
"2022년 12월 07일","3.506","3.488","3.568","3.488","-0.11%"
"2022년 12월 06일","3.510","3.539","3.546","3.448","-0.26%"
"2022년 12월 05일","3.519","3.552","3.577","3.497","-1.35%"
"2022년 12월 02일","3.567","3.488","3.597","3.422","2.35%"
"2022년 12월 01일","3.485","3.437","3.514","3.424","-0.71%"
"2022년 11월 30일","3.510","3.484","3.530","3.442","1.95%"
"2022년 11월 29일","3.443","3.430","3.503","3.395","-0.38%"
"2022년 11월 28일","3.456","3.403","3.492","3.365","0.85%"
"2022년 11월 25일","3.427","3.413","3.455","3.373","1.78%"
"2022년 11월 24일","3.367","3.234","3.372","3.214","2.19%"
"2022년 11월 23일","3.295","3.447","3.454","3.261","-3.77%"
"2022년 11월 22일","3.424","3.466","3.485","3.408","-0.55%"
"2022년 11월 21일","3.443","3.509","3.564","3.389","-2.05%"
