"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 19일","4.1799","4.2118","4.2118","4.1735","-0.61%"
"2022년 12월 18일","4.2056","4.2014","4.2056","4.2014","0.55%"
"2022년 12월 16일","4.1825","4.2470","4.3000","4.1550","-1.37%"
"2022년 12월 15일","4.2404","4.2350","4.2780","4.1960","0.58%"
"2022년 12월 14일","4.2158","4.2220","4.3160","4.1610","0.04%"
"2022년 12월 13일","4.2141","4.3820","4.4440","4.1390","-3.83%"
"2022년 12월 12일","4.3817","4.3630","4.4090","4.3190","0.52%"
"2022년 12월 11일","4.3589","4.3610","4.3610","4.3589","0.38%"
"2022년 12월 09일","4.3422","4.3180","4.3550","4.2530","0.66%"
"2022년 12월 08일","4.3139","4.2730","4.3260","4.2680","1.16%"
"2022년 12월 07일","4.2644","4.3730","4.3810","4.2350","-2.34%"
"2022년 12월 06일","4.3664","4.3940","4.4120","4.3390","-0.67%"
"2022년 12월 05일","4.3957","4.3110","4.4160","4.2920","2.01%"
"2022년 12월 04일","4.3089","4.3131","4.3131","4.3089","0.58%"
"2022년 12월 02일","4.2841","4.2420","4.4100","4.1810","1.14%"
"2022년 12월 01일","4.2358","4.3250","4.3680","4.2300","-2.15%"
"2022년 11월 30일","4.3287","4.4810","4.5490","4.3120","-3.41%"
"2022년 11월 29일","4.4814","4.4480","4.4900","4.4090","0.83%"
"2022년 11월 28일","4.4443","4.4650","4.4860","4.4240","-0.42%"
"2022년 11월 27일","4.4629","4.4752","4.4752","4.4629","-0.09%"
"2022년 11월 25일","4.4670","4.4420","4.5230","4.4240","0.60%"
"2022년 11월 24일","4.4402","4.4381","4.4443","4.4381","-0.74%"
"2022년 11월 23일","4.4732","4.5160","4.5680","4.4690","-1.09%"
"2022년 11월 22일","4.5227","4.5330","4.5480","4.4900","-0.88%"
"2022년 11월 21일","4.5630","4.5240","4.5670","4.4950","0.90%"
"2022년 11월 20일","4.5223","4.5223","4.5223","4.5223","-0.19%"
