"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 16일","8.910","9.030","9.030","8.850","0.34%"
"2022년 12월 15일","8.880","8.930","8.930","8.690","-0.45%"
"2022년 12월 14일","8.920","8.790","8.960","8.680","0.79%"
"2022년 12월 13일","8.850","9.100","9.100","8.710","-1.12%"
"2022년 12월 12일","8.950","9.090","9.160","8.900","-1.65%"
"2022년 12월 09일","9.100","9.170","9.170","8.910","1.00%"
"2022년 12월 08일","9.010","9.390","9.390","9.000","-1.31%"
"2022년 12월 07일","9.130","9.100","9.230","9.090","0.11%"
"2022년 12월 06일","9.120","9.150","9.280","9.040","-0.22%"
"2022년 12월 05일","9.140","9.160","9.310","9.020","0.55%"
"2022년 12월 02일","9.090","9.330","9.330","8.930","0.22%"
"2022년 12월 01일","9.070","9.290","9.290","8.990","0.55%"
"2022년 11월 30일","9.020","8.980","9.030","8.970","0.22%"
"2022년 11월 29일","9.000","9.180","9.180","8.980","-0.55%"
"2022년 11월 28일","9.050","9.280","9.280","9.030","-0.44%"
"2022년 11월 25일","9.090","9.790","9.790","9.000","1.00%"
"2022년 11월 24일","9.000","9.780","9.780","8.950","-0.66%"
"2022년 11월 23일","9.060","10.260","10.260","8.990","0.44%"
"2022년 11월 22일","9.020","9.410","9.410","8.960","-0.55%"
"2022년 11월 21일","9.070","9.010","9.400","9.000","1.00%"
