"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 19일","3.4270","3.3470","3.4540","3.3105","2.96%"
"2022년 12월 18일","3.3285","3.3470","3.3470","3.3285","0.57%"
"2022년 12월 17일","3.3095","3.3095","3.3095","3.3095","0.38%"
"2022년 12월 16일","3.2970","3.2690","3.3850","3.2580","2.71%"
"2022년 12월 15일","3.2100","3.2790","3.2820","3.1610","-1.92%"
"2022년 12월 14일","3.2730","3.3000","3.3120","3.2580","-2.04%"
"2022년 12월 13일","3.3410","3.2650","3.3500","3.2330","2.17%"
"2022년 12월 12일","3.2700","3.2470","3.3030","3.1490","0.77%"
"2022년 12월 09일","3.2450","3.2130","3.2480","3.1810","1.47%"
"2022년 12월 08일","3.1980","3.1680","3.2360","3.1400","0.76%"
"2022년 12월 07일","3.1740","3.1950","3.2530","3.1660","-1.55%"
"2022년 12월 06일","3.2240","3.2490","3.2690","3.1780","-0.40%"
"2022년 12월 05일","3.2370","3.2480","3.2810","3.1970","-0.77%"
"2022년 12월 02일","3.2620","3.1810","3.2920","3.1030","2.00%"
"2022년 12월 01일","3.1980","3.1710","3.2370","3.1540","-2.05%"
"2022년 11월 30일","3.2650","3.2380","3.2940","3.2130","1.65%"
"2022년 11월 29일","3.2120","3.2190","3.2820","3.1880","-1.50%"
"2022년 11월 28일","3.2610","3.2460","3.3390","3.2210","-1.08%"
"2022년 11월 27일","3.2965","3.3000","3.3000","3.2965","0.06%"
"2022년 11월 26일","3.2945","3.2945","3.2945","3.2945","0.50%"
"2022년 11월 25일","3.2780","3.2520","3.3500","3.2100","2.28%"
"2022년 11월 24일","3.2050","3.0920","3.2100","3.0620","1.14%"
"2022년 11월 23일","3.1690","3.2300","3.2540","3.1400","-1.49%"
"2022년 11월 22일","3.2170","3.2780","3.3210","3.2070","-1.80%"
"2022년 11월 21일","3.2760","3.2970","3.3460","3.2270","-0.27%"
