"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 19일","3.6208","3.6082","3.6221","3.6005","0.14%"
"2022년 12월 18일","3.6158","3.6057","3.6158","3.6057","0.85%"
"2022년 12월 16일","3.5854","3.5730","3.6690","3.5590","0.70%"
"2022년 12월 15일","3.5604","3.5860","3.6190","3.5440","-0.18%"
"2022년 12월 14일","3.5669","3.5910","3.6640","3.5480","-0.67%"
"2022년 12월 13일","3.5910","3.7210","3.7280","3.5080","-3.75%"
"2022년 12월 12일","3.7310","3.7080","3.7460","3.6420","0.62%"
"2022년 12월 11일","3.7081","3.7081","3.7081","3.7081","0.14%"
"2022년 12월 09일","3.7030","3.6270","3.7110","3.5890","2.03%"
"2022년 12월 08일","3.6295","3.5590","3.6450","3.5560","2.35%"
"2022년 12월 07일","3.5463","3.6720","3.6870","3.5250","-3.24%"
"2022년 12월 06일","3.6652","3.7140","3.7300","3.6400","-1.17%"
"2022년 12월 05일","3.7085","3.6220","3.7330","3.6150","2.38%"
"2022년 12월 04일","3.6223","3.6274","3.6274","3.6223","0.84%"
"2022년 12월 02일","3.5920","3.6020","3.7490","3.5720","-0.22%"
"2022년 12월 01일","3.5999","3.6940","3.7240","3.5920","-2.44%"
"2022년 11월 30일","3.6898","3.8510","3.9140","3.6770","-4.27%"
"2022년 11월 29일","3.8545","3.8050","3.8670","3.7550","1.69%"
"2022년 11월 28일","3.7904","3.7920","3.8240","3.7320","-0.07%"
"2022년 11월 27일","3.7930","3.7955","3.7955","3.7930","0.07%"
"2022년 11월 25일","3.7904","3.7700","3.8710","3.7570","0.54%"
"2022년 11월 24일","3.7700","3.7649","3.7700","3.7649","-0.81%"
"2022년 11월 23일","3.8007","3.8470","3.9280","3.7990","-2.18%"
"2022년 11월 22일","3.8856","3.9370","3.9370","3.8680","-1.57%"
"2022년 11월 21일","3.9477","3.9190","3.9500","3.8620","0.72%"
"2022년 11월 20일","3.9193","3.9232","3.9232","3.9193","-0.30%"
