"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 20일","-0.081","-0.101","-0.081","-0.101","-20.20%"
"2022년 12월 19일","-0.101","-0.110","-0.101","-0.120","-19.76%"
"2022년 12월 18일","-0.126","-0.126","-0.126","-0.126","1.20%"
"2022년 12월 16일","-0.125","-0.112","-0.111","-0.206","-1.19%"
"2022년 12월 15일","-0.126","-0.102","-0.102","-0.206","0.00%"
"2022년 12월 14일","-0.126","-0.125","-0.119","-0.206","0.00%"
"2022년 12월 13일","-0.126","-0.119","-0.118","-0.206","0.00%"
"2022년 12월 12일","-0.126","-0.123","-0.120","-0.206","0.00%"
"2022년 12월 11일","-0.126","-0.126","-0.126","-0.126","2.02%"
"2022년 12월 09일","-0.124","-0.103","-0.103","-0.206","0.00%"
"2022년 12월 08일","-0.124","-0.115","-0.111","-0.203","0.00%"
"2022년 12월 07일","-0.124","-0.110","-0.109","-0.203","0.00%"
"2022년 12월 06일","-0.124","-0.113","-0.112","-0.203","0.00%"
"2022년 12월 05일","-0.124","-0.109","-0.105","-0.203","0.00%"
"2022년 12월 04일","-0.124","-0.124","-0.124","-0.124","0.81%"
"2022년 12월 02일","-0.123","-0.114","-0.114","-0.203","1.65%"
"2022년 12월 01일","-0.121","-0.124","-0.117","-0.203","-2.42%"
"2022년 11월 30일","-0.124","-0.110","-0.107","-0.124","0.00%"
"2022년 11월 29일","-0.124","-0.111","-0.108","-0.203","0.00%"
"2022년 11월 28일","-0.124","-0.114","-0.114","-0.203","0.00%"
"2022년 11월 27일","-0.124","-0.124","-0.124","-0.124","1.64%"
"2022년 11월 25일","-0.122","-0.111","-0.111","-0.203","-1.61%"
"2022년 11월 24일","-0.124","-0.117","-0.115","-0.206","0.00%"
"2022년 11월 23일","-0.124","-0.124","-0.124","-0.124","0.81%"
"2022년 11월 22일","-0.123","-0.108","-0.108","-0.206","-0.81%"
"2022년 11월 21일","-0.124","-0.117","-0.112","-0.206","0.00%"
"2022년 11월 20일","-0.124","-0.124","-0.124","-0.124","0.00%"
