"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 19일","1.602","1.566","1.603","1.566","2.27%"
"2022년 12월 18일","1.566","1.553","1.566","1.553","-7.45%"
"2022년 12월 16일","1.692","1.630","1.696","1.630","4.83%"
"2022년 12월 15일","1.614","1.608","1.628","1.605","0.87%"
"2022년 12월 14일","1.600","1.611","1.621","1.584","-0.56%"
"2022년 12월 13일","1.609","1.658","1.659","1.609","-2.96%"
"2022년 12월 12일","1.658","1.627","1.669","1.627","9.73%"
"2022년 12월 11일","1.511","1.511","1.511","1.511","-7.19%"
"2022년 12월 09일","1.628","1.681","1.684","1.624","-3.67%"
"2022년 12월 08일","1.690","1.714","1.717","1.681","-2.26%"
"2022년 12월 07일","1.729","1.741","1.741","1.716","-0.92%"
"2022년 12월 06일","1.745","1.757","1.776","1.741","-1.08%"
"2022년 12월 05일","1.764","1.760","1.775","1.754","9.70%"
"2022년 12월 04일","1.608","1.607","1.608","1.607","-8.90%"
"2022년 12월 02일","1.765","1.780","1.786","1.764","-1.62%"
"2022년 12월 01일","1.794","1.769","1.795","1.768","1.36%"
"2022년 11월 30일","1.770","1.771","1.786","1.755","-0.17%"
"2022년 11월 29일","1.773","1.740","1.775","1.740","2.37%"
"2022년 11월 28일","1.732","1.732","1.740","1.723","9.24%"
"2022년 11월 27일","1.586","1.581","1.586","1.581","-8.19%"
"2022년 11월 25일","1.727","1.709","1.752","1.708","1.65%"
"2022년 11월 24일","1.699","1.701","1.702","1.680","9.05%"
"2022년 11월 23일","1.558","1.561","1.561","1.558","-8.35%"
"2022년 11월 22일","1.700","1.690","1.721","1.689","1.25%"
"2022년 11월 21일","1.679","1.649","1.687","1.648","9.88%"
"2022년 11월 20일","1.528","1.515","1.528","1.515","-6.54%"
