"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 19일","0.144","0.137","0.146","0.137","10.81%"
"2022년 12월 18일","0.130","0.124","0.130","0.124","2.78%"
"2022년 12월 16일","0.126","0.134","0.134","0.125","-3.08%"
"2022년 12월 15일","0.130","0.133","0.136","0.130","4.00%"
"2022년 12월 14일","0.125","0.124","0.130","0.124","-3.85%"
"2022년 12월 13일","0.130","0.130","0.132","0.125","4.00%"
"2022년 12월 12일","0.125","0.124","0.135","0.123","0.00%"
"2022년 12월 11일","0.125","0.115","0.125","0.115","4.58%"
"2022년 12월 09일","0.120","0.131","0.137","0.120","-7.69%"
"2022년 12월 08일","0.130","0.120","0.131","0.114","4.00%"
"2022년 12월 07일","0.125","0.133","0.136","0.125","-3.85%"
"2022년 12월 06일","0.130","0.124","0.136","0.123","10.17%"
"2022년 12월 05일","0.118","0.106","0.121","0.106","11.85%"
"2022년 12월 04일","0.105","0.102","0.105","0.102","-2.31%"
"2022년 12월 02일","0.108","0.094","0.110","0.093","2.86%"
"2022년 12월 01일","0.105","0.105","0.109","0.100","-8.70%"
"2022년 11월 30일","0.115","0.113","0.116","0.110","4.55%"
"2022년 11월 29일","0.110","0.105","0.119","0.104","10.00%"
"2022년 11월 28일","0.100","0.100","0.103","0.098","2.56%"
"2022년 11월 27일","0.097","0.095","0.097","0.095","-2.50%"
"2022년 11월 25일","0.100","0.089","0.109","0.086","25.00%"
"2022년 11월 24일","0.080","0.083","0.083","0.069","5.96%"
"2022년 11월 23일","0.075","0.078","0.078","0.075","-11.18%"
"2022년 11월 22일","0.085","0.096","0.096","0.081","0.00%"
"2022년 11월 21일","0.085","0.091","0.095","0.085","0.59%"
"2022년 11월 20일","0.084","0.083","0.084","0.083","-6.11%"
