"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 16일","1.133","1.105","1.157","1.105","6.09%"
"2022년 12월 15일","1.068","0.991","1.081","0.961","7.66%"
"2022년 12월 14일","0.992","1.012","1.016","0.969","-1.59%"
"2022년 12월 13일","1.008","1.083","1.094","0.981","-4.27%"
"2022년 12월 12일","1.053","1.029","1.053","1.005","3.24%"
"2022년 12월 09일","1.020","0.937","1.020","0.924","10.75%"
"2022년 12월 08일","0.921","0.908","0.934","0.895","0.11%"
"2022년 12월 07일","0.920","0.866","0.940","0.866","3.14%"
"2022년 12월 06일","0.892","0.990","0.990","0.892","-6.79%"
"2022년 12월 05일","0.957","0.948","0.968","0.902","4.02%"
"2022년 12월 02일","0.920","0.914","0.958","0.870","1.66%"
"2022년 12월 01일","0.905","0.964","0.966","0.890","-6.22%"
"2022년 11월 30일","0.965","0.963","0.987","0.925","5.81%"
"2022년 11월 29일","0.912","0.880","0.927","0.864","-2.36%"
"2022년 11월 28일","0.934","0.907","0.966","0.907","-2.20%"
"2022년 11월 25일","0.955","0.841","0.955","0.841","14.23%"
"2022년 11월 24일","0.836","0.824","0.849","0.794","-2.68%"
"2022년 11월 23일","0.859","0.878","0.892","0.851","-0.12%"
"2022년 11월 22일","0.860","0.873","0.873","0.837","3.86%"
"2022년 11월 21일","0.828","0.809","0.870","0.809","1.10%"
