"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 16일","2.216","2.146","2.245","2.136","3.79%"
"2022년 12월 15일","2.135","2.041","2.165","2.003","5.54%"
"2022년 12월 14일","2.023","1.961","2.057","1.943","2.85%"
"2022년 12월 13일","1.967","1.992","2.030","1.907","-0.61%"
"2022년 12월 12일","1.979","1.971","1.995","1.922","0.35%"
"2022년 12월 09일","1.972","1.866","1.988","1.866","5.29%"
"2022년 12월 08일","1.873","1.849","1.896","1.830","0.97%"
"2022년 12월 07일","1.855","1.834","1.897","1.819","0.05%"
"2022년 12월 06일","1.854","1.921","1.958","1.848","-3.69%"
"2022년 12월 05일","1.925","1.904","1.944","1.865","0.79%"
"2022년 12월 02일","1.910","1.905","1.931","1.846","0.16%"
"2022년 12월 01일","1.907","2.011","2.012","1.882","-5.55%"
"2022년 11월 30일","2.019","1.998","2.043","1.990","1.20%"
"2022년 11월 29일","1.995","2.040","2.083","1.971","-3.86%"
"2022년 11월 28일","2.075","2.072","2.109","2.002","0.88%"
"2022년 11월 25일","2.057","1.973","2.073","1.961","5.27%"
"2022년 11월 24일","1.954","2.019","2.038","1.924","-4.03%"
"2022년 11월 23일","2.036","2.118","2.158","2.024","-3.96%"
"2022년 11월 22일","2.120","2.138","2.164","2.106","0.09%"
"2022년 11월 21일","2.118","2.150","2.198","2.093","-1.30%"
"2022년 11월 19일","2.146","2.146","2.146","2.146","-0.56%"
