"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 19일","1.495","1.476","1.498","1.476","0.98%"
"2022년 12월 18일","1.480","1.467","1.480","1.467","0.00%"
"2022년 12월 16일","1.480","1.430","1.481","1.430","4.23%"
"2022년 12월 15일","1.420","1.405","1.426","1.403","2.08%"
"2022년 12월 14일","1.391","1.392","1.399","1.380","-1.00%"
"2022년 12월 13일","1.405","1.434","1.439","1.401","-2.16%"
"2022년 12월 12일","1.436","1.401","1.437","1.401","1.77%"
"2022년 12월 11일","1.411","1.403","1.411","1.403","0.50%"
"2022년 12월 09일","1.404","1.445","1.446","1.395","-2.84%"
"2022년 12월 08일","1.445","1.459","1.463","1.436","-1.77%"
"2022년 12월 07일","1.471","1.472","1.478","1.463","-0.74%"
"2022년 12월 06일","1.482","1.500","1.502","1.479","-0.67%"
"2022년 12월 05일","1.492","1.490","1.502","1.480","1.12%"
"2022년 12월 04일","1.475","1.480","1.480","1.475","-1.70%"
"2022년 12월 02일","1.501","1.510","1.511","1.490","-0.99%"
"2022년 12월 01일","1.516","1.500","1.521","1.499","0.00%"
"2022년 11월 30일","1.516","1.519","1.530","1.504","-0.33%"
"2022년 11월 29일","1.521","1.496","1.531","1.495","2.01%"
"2022년 11월 28일","1.491","1.486","1.499","1.484","1.02%"
"2022년 11월 27일","1.476","1.474","1.476","1.474","-0.14%"
"2022년 11월 25일","1.478","1.453","1.498","1.452","2.00%"
"2022년 11월 24일","1.449","1.452","1.455","1.434","0.42%"
"2022년 11월 23일","1.443","1.446","1.446","1.443","-1.23%"
"2022년 11월 22일","1.461","1.455","1.477","1.455","1.04%"
"2022년 11월 21일","1.446","1.419","1.450","1.418","1.83%"
"2022년 11월 20일","1.420","1.414","1.420","1.414","1.00%"
