"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 19일","1.166","1.147","1.174","1.147","1.75%"
"2022년 12월 18일","1.145","1.133","1.145","1.133","0.39%"
"2022년 12월 16일","1.141","1.119","1.144","1.119","3.26%"
"2022년 12월 15일","1.105","1.086","1.116","1.081","3.27%"
"2022년 12월 14일","1.070","1.079","1.084","1.062","-1.56%"
"2022년 12월 13일","1.087","1.103","1.105","1.086","-0.91%"
"2022년 12월 12일","1.097","1.071","1.101","1.071","1.67%"
"2022년 12월 11일","1.079","1.069","1.079","1.069","0.65%"
"2022년 12월 09일","1.072","1.090","1.102","1.068","-1.47%"
"2022년 12월 08일","1.088","1.102","1.106","1.074","-1.72%"
"2022년 12월 07일","1.107","1.112","1.113","1.102","-0.98%"
"2022년 12월 06일","1.118","1.110","1.126","1.102","1.36%"
"2022년 12월 05일","1.103","1.094","1.110","1.091","1.05%"
"2022년 12월 04일","1.092","1.087","1.092","1.087","-1.49%"
"2022년 12월 02일","1.108","1.114","1.116","1.098","-1.16%"
"2022년 12월 01일","1.121","1.126","1.135","1.111","-0.62%"
"2022년 11월 30일","1.128","1.130","1.141","1.122","-0.79%"
"2022년 11월 29일","1.137","1.115","1.142","1.113","3.08%"
"2022년 11월 28일","1.103","1.098","1.108","1.097","0.59%"
"2022년 11월 27일","1.097","1.095","1.097","1.095","-0.14%"
"2022년 11월 25일","1.098","1.072","1.108","1.072","3.29%"
"2022년 11월 24일","1.063","1.068","1.072","1.049","0.62%"
"2022년 11월 23일","1.056","1.066","1.066","1.056","-1.17%"
"2022년 11월 22일","1.069","1.074","1.078","1.064","0.09%"
"2022년 11월 21일","1.068","1.061","1.076","1.059","0.71%"
"2022년 11월 20일","1.061","1.066","1.066","1.061","0.62%"
