"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 16일","1.043","1.063","1.111","1.015","-2.61%"
"2022년 12월 15일","1.071","0.934","1.249","0.893","17.82%"
"2022년 12월 14일","0.909","0.922","0.922","0.895","-2.99%"
"2022년 12월 13일","0.937","0.943","0.997","0.909","-4.19%"
"2022년 12월 12일","0.978","0.951","0.978","0.917","-21.70%"
"2022년 12월 09일","1.249","0.944","1.249","0.884","38.01%"
"2022년 12월 08일","0.905","0.918","0.918","0.884","2.14%"
"2022년 12월 07일","0.886","0.873","0.920","0.866","1.37%"
"2022년 12월 06일","0.874","0.934","0.934","0.847","-30.02%"
"2022년 12월 05일","1.249","0.941","1.249","0.861","36.50%"
"2022년 12월 02일","0.915","0.868","0.915","0.822","4.45%"
"2022년 12월 01일","0.876","0.916","0.916","0.849","-1.68%"
"2022년 11월 30일","0.891","0.865","0.904","0.858","3.01%"
"2022년 11월 29일","0.865","0.839","0.885","0.813","-0.12%"
"2022년 11월 28일","0.866","0.945","0.945","0.813","-30.66%"
"2022년 11월 25일","1.249","0.834","1.249","0.795","55.74%"
"2022년 11월 24일","0.802","0.854","0.854","0.737","-1.11%"
"2022년 11월 23일","0.811","0.863","0.863","0.726","0.75%"
"2022년 11월 22일","0.805","0.812","0.831","0.708","-0.12%"
"2022년 11월 21일","0.806","0.793","0.838","0.774","3.20%"
