"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 19일","1.320","1.110","1.330","1.110","3.13%"
"2022년 12월 18일","1.280","1.270","1.280","1.110","15.32%"
"2022년 12월 17일","1.110","1.110","1.110","1.110","-16.54%"
"2022년 12월 16일","1.330","1.110","1.330","1.030","3.10%"
"2022년 12월 15일","1.290","1.210","1.350","1.040","6.61%"
"2022년 12월 14일","1.210","1.100","1.250","0.990","0.00%"
"2022년 12월 13일","1.210","1.050","1.300","1.020","-1.63%"
"2022년 12월 12일","1.230","1.020","1.280","1.020","20.59%"
"2022년 12월 11일","1.020","1.020","1.020","1.020","0.00%"
"2022년 12월 10일","1.020","1.150","1.150","1.020","-12.82%"
"2022년 12월 09일","1.170","1.170","1.200","1.010","0.00%"
"2022년 12월 08일","1.170","1.020","1.200","0.980","3.54%"
"2022년 12월 07일","1.130","1.010","1.170","1.000","0.00%"
"2022년 12월 06일","1.130","1.020","1.170","1.010","0.00%"
"2022년 12월 05일","1.130","0.950","1.170","0.950","2.73%"
"2022년 12월 04일","1.100","0.950","1.100","0.950","0.00%"
"2022년 12월 03일","1.100","1.100","1.100","1.100","0.00%"
"2022년 12월 02일","1.100","0.950","1.160","0.950","0.00%"
"2022년 12월 01일","1.100","0.980","1.150","0.950","0.00%"
"2022년 11월 30일","1.100","1.010","1.150","0.980","0.00%"
"2022년 11월 29일","1.100","1.010","1.170","0.990","0.00%"
"2022년 11월 28일","1.100","1.060","1.150","1.020","0.00%"
"2022년 11월 27일","1.100","0.970","1.100","0.970","0.00%"
"2022년 11월 25일","1.100","0.960","1.150","0.960","0.00%"
"2022년 11월 24일","1.100","0.950","1.150","0.930","0.00%"
"2022년 11월 23일","1.100","1.140","1.160","0.880","-0.90%"
"2022년 11월 22일","1.110","0.960","1.160","0.910","1.83%"
"2022년 11월 21일","1.090","1.110","1.160","0.910","-1.80%"
"2022년 11월 20일","1.110","1.110","1.110","1.110","0.00%"
"2022년 11월 19일","1.110","1.110","1.110","1.110","0.00%"
