"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 16일","3.366","3.397","3.469","3.365","0.81%"
"2022년 12월 15일","3.339","3.386","3.386","3.276","-1.04%"
"2022년 12월 14일","3.374","3.401","3.477","3.360","-0.91%"
"2022년 12월 13일","3.405","3.288","3.405","3.275","4.06%"
"2022년 12월 12일","3.272","3.192","3.306","3.113","2.22%"
"2022년 12월 09일","3.201","3.145","3.217","3.133","2.63%"
"2022년 12월 08일","3.119","3.046","3.124","3.030","2.63%"
"2022년 12월 07일","3.039","2.973","3.094","2.973","1.00%"
"2022년 12월 06일","3.009","3.028","3.038","2.943","-0.13%"
"2022년 12월 05일","3.013","3.055","3.078","3.002","-1.70%"
"2022년 12월 02일","3.065","2.983","3.103","2.937","2.54%"
"2022년 12월 01일","2.989","2.969","3.043","2.954","-1.35%"
"2022년 11월 30일","3.030","2.964","3.055","2.964","2.02%"
"2022년 11월 29일","2.970","2.933","3.030","2.905","0.37%"
"2022년 11월 28일","2.959","2.896","2.997","2.867","1.13%"
"2022년 11월 25일","2.926","2.907","2.955","2.873","2.09%"
"2022년 11월 24일","2.866","2.753","2.871","2.705","2.98%"
"2022년 11월 23일","2.783","2.903","2.913","2.736","-3.40%"
"2022년 11월 22일","2.881","2.891","2.924","2.854","0.59%"
"2022년 11월 21일","2.864","2.944","2.984","2.807","-2.42%"
