"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 20일","3.5685","3.5800","3.6325","3.5535","2.93%"
"2022년 12월 19일","3.4670","3.3190","3.4690","3.3070","3.96%"
"2022년 12월 18일","3.3350","3.3350","3.3350","3.3350","1.15%"
"2022년 12월 17일","3.2970","3.2970","3.2970","3.2970","0.18%"
"2022년 12월 16일","3.2910","3.2590","3.3760","3.2490","2.84%"
"2022년 12월 15일","3.2000","3.2750","3.2800","3.1620","-2.11%"
"2022년 12월 14일","3.2690","3.2830","3.3030","3.2510","-1.63%"
"2022년 12월 13일","3.3230","3.2360","3.3240","3.2210","2.53%"
"2022년 12월 12일","3.2410","3.2070","3.2730","3.1300","0.71%"
"2022년 12월 09일","3.2180","3.1790","3.2220","3.1540","1.77%"
"2022년 12월 08일","3.1620","3.1340","3.1960","3.1080","0.80%"
"2022년 12월 07일","3.1370","3.1710","3.2150","3.1300","-1.85%"
"2022년 12월 06일","3.1960","3.2290","3.2380","3.1530","-0.65%"
"2022년 12월 05일","3.2170","3.2390","3.2540","3.1820","-0.86%"
"2022년 12월 02일","3.2450","3.1800","3.2800","3.1020","1.63%"
"2022년 12월 01일","3.1930","3.1650","3.2320","3.1530","-2.09%"
"2022년 11월 30일","3.2610","3.2320","3.2890","3.2080","1.78%"
"2022년 11월 29일","3.2040","3.2130","3.2720","3.1820","-1.51%"
"2022년 11월 28일","3.2530","3.2200","3.3110","3.1970","-0.64%"
"2022년 11월 27일","3.2740","3.2740","3.2740","3.2740","0.17%"
"2022년 11월 26일","3.2685","3.2685","3.2685","3.2685","0.38%"
"2022년 11월 25일","3.2560","3.2290","3.2950","3.1830","2.42%"
"2022년 11월 24일","3.1790","3.0700","3.1830","3.0400","0.98%"
"2022년 11월 23일","3.1480","3.2310","3.2410","3.1220","-1.90%"
"2022년 11월 22일","3.2090","3.2760","3.3130","3.2060","-1.90%"
"2022년 11월 21일","3.2710","3.3020","3.3440","3.2250","-0.61%"
