"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 19일","3.3800","3.3800","3.3800","3.3800","-0.01%"
"2022년 12월 18일","3.3805","3.3805","3.3805","3.3805","1.52%"
"2022년 12월 16일","3.3300","3.2960","3.4110","3.2870","2.78%"
"2022년 12월 15일","3.2400","3.3190","3.3230","3.1990","-2.20%"
"2022년 12월 14일","3.3130","3.2620","3.3500","3.2480","0.49%"
"2022년 12월 13일","3.2970","3.1980","3.2980","3.1810","3.10%"
"2022년 12월 12일","3.1980","3.1610","3.2270","3.0960","0.47%"
"2022년 12월 09일","3.1830","3.1100","3.1840","3.0930","2.81%"
"2022년 12월 08일","3.0960","3.0430","3.1170","3.0260","1.64%"
"2022년 12월 07일","3.0460","3.0570","3.1200","3.0390","-1.14%"
"2022년 12월 06일","3.0810","3.1070","3.1250","3.0370","-0.64%"
"2022년 12월 05일","3.1010","3.1280","3.1470","3.0640","-1.46%"
"2022년 12월 02일","3.1470","3.0860","3.1770","3.0070","1.52%"
"2022년 12월 01일","3.1000","3.0840","3.1310","3.0580","-1.99%"
"2022년 11월 30일","3.1630","3.1310","3.1920","3.1030","2.00%"
"2022년 11월 29일","3.1010","3.0910","3.1540","3.0530","-0.77%"
"2022년 11월 28일","3.1250","3.0950","3.1620","3.0550","0.26%"
"2022년 11월 25일","3.1170","3.0740","3.1330","3.0420","2.70%"
"2022년 11월 24일","3.0350","2.9480","3.0410","2.8990","0.83%"
"2022년 11월 23일","3.0100","3.1480","3.1520","2.9850","-3.80%"
"2022년 11월 22일","3.1290","3.2010","3.2320","3.1260","-1.94%"
"2022년 11월 21일","3.1910","3.2410","3.2820","3.1550","-1.45%"
