"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 20일","0.278","0.188","0.313","0.187","45.93%"
"2022년 12월 19일","0.191","0.182","0.196","0.180","5.54%"
"2022년 12월 18일","0.181","0.172","0.181","0.172","1.98%"
"2022년 12월 16일","0.177","0.181","0.185","0.173","0.57%"
"2022년 12월 15일","0.176","0.175","0.181","0.170","9.32%"
"2022년 12월 14일","0.161","0.164","0.165","0.159","-5.85%"
"2022년 12월 13일","0.171","0.172","0.172","0.165","-0.58%"
"2022년 12월 12일","0.172","0.164","0.183","0.163","2.08%"
"2022년 12월 11일","0.169","0.151","0.169","0.151","8.01%"
"2022년 12월 09일","0.156","0.166","0.171","0.155","-5.45%"
"2022년 12월 08일","0.165","0.140","0.166","0.135","8.55%"
"2022년 12월 07일","0.152","0.162","0.165","0.150","-8.43%"
"2022년 12월 06일","0.166","0.164","0.168","0.155","8.50%"
"2022년 12월 05일","0.153","0.142","0.157","0.140","10.47%"
"2022년 12월 04일","0.139","0.137","0.139","0.137","-5.14%"
"2022년 12월 02일","0.146","0.134","0.147","0.126","1.39%"
"2022년 12월 01일","0.144","0.147","0.149","0.134","-10.56%"
"2022년 11월 30일","0.161","0.156","0.165","0.156","1.26%"
"2022년 11월 29일","0.159","0.152","0.166","0.149","11.97%"
"2022년 11월 28일","0.142","0.149","0.150","0.140","-0.70%"
"2022년 11월 27일","0.143","0.144","0.144","0.143","0.00%"
"2022년 11월 25일","0.143","0.118","0.148","0.118","27.68%"
"2022년 11월 24일","0.112","0.109","0.112","0.101","8.21%"
"2022년 11월 23일","0.104","0.108","0.108","0.104","-10.78%"
"2022년 11월 22일","0.116","0.120","0.122","0.115","2.65%"
"2022년 11월 21일","0.113","0.120","0.122","0.113","-0.88%"
"2022년 11월 20일","0.114","0.113","0.114","0.113","1.79%"
