"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 19일","3.3335","3.2680","3.3590","3.2485","2.76%"
"2022년 12월 16일","3.2440","3.2530","3.3380","3.1850","2.82%"
"2022년 12월 15일","3.1550","3.2270","3.2270","3.1050","-1.53%"
"2022년 12월 14일","3.2040","3.4740","3.4740","3.1900","-2.70%"
"2022년 12월 13일","3.2930","3.4640","3.4640","3.2060","-0.27%"
"2022년 12월 12일","3.3020","3.2310","3.3310","3.1600","2.55%"
"2022년 12월 09일","3.2200","3.3850","3.4140","3.1680","2.19%"
"2022년 12월 08일","3.1510","3.3350","3.3740","3.0870","0.93%"
"2022년 12월 07일","3.1220","3.3340","3.3560","3.1090","-1.17%"
"2022년 12월 06일","3.1590","3.4150","3.4250","3.1110","-2.38%"
"2022년 12월 05일","3.2360","3.3910","3.3910","3.1930","0.19%"
"2022년 12월 02일","3.2300","3.3460","3.3460","3.0960","2.54%"
"2022년 12월 01일","3.1500","3.3000","3.3240","3.1290","-1.69%"
"2022년 11월 30일","3.2040","3.3290","3.3570","3.1540","1.75%"
"2022년 11월 29일","3.1490","3.3520","3.3590","3.1410","-1.87%"
"2022년 11월 28일","3.2090","3.3460","3.3680","3.1540","0.88%"
"2022년 11월 25일","3.1810","3.3580","3.3580","3.0820","1.82%"
"2022년 11월 24일","3.1240","3.0350","3.1360","2.9720","2.80%"
"2022년 11월 23일","3.0390","3.2360","3.2700","3.0170","-0.98%"
"2022년 11월 22일","3.0690","3.3260","3.3260","3.0620","-6.20%"
"2022년 11월 21일","3.2720","3.2530","3.3430","3.2200","5.75%"
