"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 19일","3.399","3.389","3.411","3.389","0.86%"
"2022년 12월 18일","3.370","3.370","3.370","3.370","0.00%"
"2022년 12월 17일","3.370","3.370","3.370","3.370","0.00%"
"2022년 12월 16일","3.370","3.414","3.414","3.368","-1.52%"
"2022년 12월 15일","3.422","3.447","3.465","3.417","0.12%"
"2022년 12월 14일","3.418","3.464","3.470","3.413","-1.64%"
"2022년 12월 13일","3.475","3.475","3.480","3.460","0.09%"
"2022년 12월 12일","3.472","3.501","3.517","3.472","0.35%"
"2022년 12월 11일","3.460","3.460","3.460","3.460","0.00%"
"2022년 12월 10일","3.460","3.460","3.460","3.460","-0.20%"
"2022년 12월 09일","3.467","3.518","3.518","3.460","-1.73%"
"2022년 12월 08일","3.528","3.493","3.529","3.493","1.00%"
"2022년 12월 07일","3.493","3.517","3.543","3.491","-0.31%"
"2022년 12월 06일","3.504","3.569","3.569","3.503","-2.10%"
"2022년 12월 05일","3.579","3.583","3.600","3.560","-0.17%"
"2022년 12월 04일","3.585","3.585","3.585","3.585","0.00%"
"2022년 12월 03일","3.585","3.585","3.585","3.585","-0.03%"
"2022년 12월 02일","3.586","3.649","3.649","3.586","-3.24%"
"2022년 12월 01일","3.706","3.684","3.724","3.684","-0.11%"
"2022년 11월 30일","3.710","3.717","3.720","3.679","-0.13%"
"2022년 11월 29일","3.715","3.693","3.732","3.693","0.51%"
"2022년 11월 28일","3.696","3.697","3.709","3.671","0.43%"
"2022년 11월 27일","3.680","3.680","3.680","3.680","0.00%"
"2022년 11월 26일","3.680","3.680","3.680","3.680","-0.03%"
"2022년 11월 25일","3.681","3.661","3.723","3.650","0.38%"
"2022년 11월 24일","3.667","3.749","3.760","3.662","-3.45%"
"2022년 11월 23일","3.798","3.798","3.838","3.773","0.00%"
"2022년 11월 22일","3.798","3.762","3.815","3.762","0.82%"
"2022년 11월 21일","3.767","3.802","3.826","3.762","-0.34%"
"2022년 11월 20일","3.780","3.780","3.780","3.780","0.00%"
"2022년 11월 19일","3.780","3.780","3.780","3.780","-0.42%"
