"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 19일","4.6400","4.6079","4.7103","4.6079","0.81%"
"2022년 12월 18일","4.6025","4.6187","4.6187","4.6025","-0.12%"
"2022년 12월 16일","4.6080","4.7200","4.7300","4.6020","-1.07%"
"2022년 12월 15일","4.6580","4.6750","4.7340","4.6340","0.11%"
"2022년 12월 14일","4.6530","4.6990","4.7290","4.5800","0.28%"
"2022년 12월 13일","4.6400","4.7980","4.8190","4.6020","-2.52%"
"2022년 12월 12일","4.7600","4.7470","4.7840","4.7080","0.11%"
"2022년 12월 11일","4.7546","4.7519","4.7546","4.7519","0.99%"
"2022년 12월 09일","4.7080","4.7370","4.7380","4.6730","0.30%"
"2022년 12월 08일","4.6940","4.7130","4.7290","4.6770","0.41%"
"2022년 12월 07일","4.6750","4.7810","4.7810","4.6640","-1.16%"
"2022년 12월 06일","4.7300","4.7930","4.8220","4.7270","-0.63%"
"2022년 12월 05일","4.7600","4.7140","4.7850","4.6920","1.20%"
"2022년 12월 04일","4.7035","4.6872","4.7035","4.6872","0.42%"
"2022년 12월 02일","4.6840","4.6950","4.7580","4.6000","0.60%"
"2022년 12월 01일","4.6560","4.7840","4.7840","4.6480","-1.61%"
"2022년 11월 30일","4.7320","4.7920","4.8190","4.7190","-0.27%"
"2022년 11월 29일","4.7450","4.7970","4.7970","4.7310","-0.23%"
"2022년 11월 28일","4.7560","4.7920","4.7920","4.7370","-0.80%"
"2022년 11월 27일","4.7943","4.7970","4.7970","4.7943","0.74%"
"2022년 11월 25일","4.7590","4.7600","4.7670","4.7190","-0.09%"
"2022년 11월 24일","4.7632","4.7577","4.7632","4.7577","0.11%"
"2022년 11월 23일","4.7580","4.7850","4.8260","4.7440","-0.63%"
"2022년 11월 22일","4.7880","4.7920","4.7990","4.7320","0.88%"
"2022년 11월 21일","4.7460","4.7810","4.7840","4.7320","-0.68%"
"2022년 11월 20일","4.7785","4.7487","4.8002","4.7487","0.92%"
