"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 18일","3.520","3.520","3.520","3.520","0.00%"
"2022년 12월 17일","3.520","3.520","3.520","3.520","0.00%"
"2022년 12월 16일","3.520","3.517","3.520","3.517","-0.09%"
"2022년 12월 15일","3.523","3.520","3.523","3.520","-0.76%"
"2022년 12월 14일","3.550","3.550","3.550","3.550","-2.95%"
"2022년 12월 13일","3.658","3.657","3.658","3.657","-0.05%"
"2022년 12월 12일","3.660","3.660","3.660","3.660","0.27%"
"2022년 12월 11일","3.650","3.650","3.650","3.650","0.00%"
"2022년 12월 10일","3.650","3.650","3.650","3.650","0.00%"
"2022년 12월 09일","3.650","3.650","3.650","3.650","-2.01%"
"2022년 12월 08일","3.725","3.725","3.725","3.725","0.40%"
"2022년 12월 07일","3.710","3.710","3.710","3.710","1.09%"
"2022년 12월 06일","3.670","3.670","3.670","3.670","0.00%"
"2022년 12월 05일","3.670","3.670","3.670","3.670","-0.81%"
"2022년 12월 04일","3.700","3.700","3.700","3.700","0.00%"
"2022년 12월 03일","3.700","3.700","3.700","3.700","0.00%"
"2022년 12월 02일","3.700","3.700","3.700","3.700","-1.07%"
"2022년 12월 01일","3.740","3.740","3.740","3.740","-1.35%"
"2022년 11월 30일","3.791","3.795","3.795","3.791","0.13%"
"2022년 11월 29일","3.786","3.785","3.787","3.785","1.12%"
"2022년 11월 28일","3.744","3.750","3.750","3.744","0.38%"
"2022년 11월 27일","3.730","3.730","3.730","3.730","0.00%"
"2022년 11월 26일","3.730","3.730","3.730","3.730","0.00%"
"2022년 11월 25일","3.730","3.730","3.730","3.730","-1.45%"
"2022년 11월 24일","3.785","3.785","3.785","3.785","-3.57%"
"2022년 11월 23일","3.925","3.925","3.925","3.925","-0.81%"
"2022년 11월 22일","3.957","3.955","3.957","3.955","0.05%"
"2022년 11월 21일","3.955","3.957","3.957","3.955","1.38%"
"2022년 11월 20일","3.901","3.901","3.901","3.901","0.00%"
"2022년 11월 19일","3.901","3.901","3.901","3.901","0.00%"
