"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 20일","2.256","2.257","2.287","2.220","2.13%"
"2022년 12월 19일","2.208","2.210","2.227","2.189","-0.59%"
"2022년 12월 16일","2.222","2.218","2.283","2.183","3.31%"
"2022년 12월 15일","2.151","1.971","2.205","1.907","11.83%"
"2022년 12월 14일","1.923","1.918","1.975","1.895","-0.15%"
"2022년 12월 13일","1.926","2.018","2.031","1.876","-3.38%"
"2022년 12월 12일","1.993","1.964","2.006","1.936","1.90%"
"2022년 12월 09일","1.956","1.891","1.973","1.879","5.18%"
"2022년 12월 08일","1.860","1.813","1.863","1.794","2.50%"
"2022년 12월 07일","1.814","1.848","1.850","1.790","-1.86%"
"2022년 12월 06일","1.849","1.942","1.969","1.835","-4.08%"
"2022년 12월 05일","1.928","1.914","1.954","1.881","1.05%"
"2022년 12월 02일","1.908","1.879","1.919","1.772","3.09%"
"2022년 12월 01일","1.850","1.922","1.922","1.818","-6.19%"
"2022년 11월 30일","1.973","1.990","2.007","1.876","2.27%"
"2022년 11월 29일","1.929","1.990","1.997","1.878","-4.38%"
"2022년 11월 28일","2.017","2.005","2.071","1.944","-0.22%"
"2022년 11월 25일","2.022","1.961","2.038","1.935","5.10%"
"2022년 11월 24일","1.924","1.988","1.988","1.859","-2.48%"
"2022년 11월 23일","1.972","1.990","2.036","1.951","0.59%"
"2022년 11월 22일","1.961","1.971","1.999","1.941","0.77%"
"2022년 11월 21일","1.946","1.972","2.009","1.914","-0.71%"
