"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 20일","3.267","3.274","3.274","3.264","-0.17%"
"2022년 12월 19일","3.273","3.294","3.302","3.270","-0.52%"
"2022년 12월 16일","3.290","3.309","3.309","3.274","0.00%"
"2022년 12월 15일","3.290","3.291","3.291","3.269","0.21%"
"2022년 12월 14일","3.283","3.340","3.340","3.269","-1.20%"
"2022년 12월 13일","3.323","3.325","3.325","3.290","0.30%"
"2022년 12월 12일","3.313","3.355","3.355","3.290","0.30%"
"2022년 12월 09일","3.303","3.305","3.306","3.275","0.27%"
"2022년 12월 08일","3.294","3.305","3.328","3.275","-0.93%"
"2022년 12월 07일","3.325","3.311","3.360","3.280","0.67%"
"2022년 12월 06일","3.303","3.286","3.303","3.272","0.67%"
"2022년 12월 05일","3.281","3.310","3.340","3.270","-0.46%"
"2022년 12월 02일","3.296","3.301","3.310","3.266","-0.21%"
"2022년 12월 01일","3.303","3.300","3.325","3.267","-0.36%"
"2022년 11월 30일","3.315","3.304","3.335","3.267","0.36%"
"2022년 11월 29일","3.303","3.254","3.303","3.240","1.47%"
"2022년 11월 28일","3.255","3.288","3.288","3.220","0.77%"
"2022년 11월 25일","3.230","3.200","3.230","3.178","1.16%"
"2022년 11월 24일","3.193","3.200","3.210","3.175","-0.68%"
"2022년 11월 23일","3.215","3.245","3.245","3.196","-0.77%"
"2022년 11월 22일","3.240","3.240","3.240","3.212","0.28%"
"2022년 11월 21일","3.231","3.270","3.300","3.195","-0.12%"
