"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 20일","1.140","1.138","1.154","1.138","2.66%"
"2022년 12월 19일","1.111","1.051","1.112","1.051","0.36%"
"2022년 12월 16일","1.107","1.089","1.133","1.080","5.43%"
"2022년 12월 15일","1.050","0.959","1.050","0.929","12.18%"
"2022년 12월 14일","0.936","0.953","0.959","0.918","-2.19%"
"2022년 12월 13일","0.957","1.039","1.042","0.930","-3.53%"
"2022년 12월 12일","0.992","1.013","1.013","0.948","2.37%"
"2022년 12월 09일","0.969","0.957","0.969","0.899","7.07%"
"2022년 12월 08일","0.905","0.896","0.919","0.887","0.22%"
"2022년 12월 07일","0.903","0.871","0.920","0.868","1.01%"
"2022년 12월 06일","0.894","0.982","0.982","0.885","-6.97%"
"2022년 12월 05일","0.961","0.924","0.964","0.889","5.37%"
"2022년 12월 02일","0.912","0.871","0.938","0.863","1.56%"
"2022년 12월 01일","0.898","0.968","0.971","0.892","-5.87%"
"2022년 11월 30일","0.954","0.957","0.977","0.933","3.47%"
"2022년 11월 29일","0.922","0.890","0.940","0.864","-3.35%"
"2022년 11월 28일","0.954","0.931","0.963","0.896","-0.62%"
"2022년 11월 25일","0.960","0.836","0.960","0.836","13.61%"
"2022년 11월 24일","0.845","0.828","0.854","0.805","-1.74%"
"2022년 11월 23일","0.860","0.877","0.880","0.834","0.00%"
"2022년 11월 22일","0.860","0.858","0.878","0.814","3.74%"
"2022년 11월 21일","0.829","0.800","0.835","0.792","2.09%"
