"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 19일","3.679","3.674","3.679","3.674","0.52%"
"2022년 12월 18일","3.660","3.660","3.660","3.660","0.00%"
"2022년 12월 17일","3.660","3.660","3.660","3.660","-0.25%"
"2022년 12월 16일","3.669","3.711","3.711","3.669","0.30%"
"2022년 12월 15일","3.658","3.690","3.718","3.658","-0.46%"
"2022년 12월 14일","3.675","3.732","3.734","3.675","-2.52%"
"2022년 12월 13일","3.770","3.773","3.789","3.757","-0.13%"
"2022년 12월 12일","3.775","3.799","3.807","3.742","-0.19%"
"2022년 12월 11일","3.782","3.782","3.782","3.782","0.00%"
"2022년 12월 10일","3.782","3.782","3.782","3.782","0.00%"
"2022년 12월 09일","3.782","3.800","3.804","3.777","-0.45%"
"2022년 12월 08일","3.799","3.773","3.802","3.758","0.96%"
"2022년 12월 07일","3.763","3.803","3.804","3.758","-0.40%"
"2022년 12월 06일","3.778","3.791","3.800","3.756","0.37%"
"2022년 12월 05일","3.764","3.770","3.772","3.749","-0.16%"
"2022년 12월 04일","3.770","3.770","3.770","3.770","0.00%"
"2022년 12월 03일","3.770","3.770","3.770","3.770","-0.19%"
"2022년 12월 02일","3.777","3.766","3.790","3.766","-0.71%"
"2022년 12월 01일","3.804","3.778","3.818","3.760","-0.31%"
"2022년 11월 30일","3.816","3.873","3.873","3.807","-1.40%"
"2022년 11월 29일","3.870","3.827","3.875","3.795","1.65%"
"2022년 11월 28일","3.807","3.779","3.812","3.765","1.14%"
"2022년 11월 27일","3.764","3.764","3.764","3.764","0.00%"
"2022년 11월 26일","3.764","3.764","3.764","3.764","0.11%"
"2022년 11월 25일","3.760","3.830","3.839","3.750","-1.10%"
"2022년 11월 24일","3.802","3.870","3.870","3.786","-4.04%"
"2022년 11월 23일","3.962","3.919","3.984","3.916","1.07%"
"2022년 11월 22일","3.920","3.896","3.920","3.895","0.85%"
"2022년 11월 21일","3.887","3.893","3.895","3.865","0.80%"
"2022년 11월 20일","3.856","3.856","3.856","3.856","0.00%"
"2022년 11월 19일","3.856","3.856","3.856","3.856","-1.00%"
