"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 19일","3.4705","3.3840","3.4955","3.3470","3.18%"
"2022년 12월 18일","3.3635","3.3820","3.3820","3.3635","0.58%"
"2022년 12월 17일","3.3440","3.3440","3.3440","3.3440","0.21%"
"2022년 12월 16일","3.3370","3.2960","3.4240","3.2910","2.93%"
"2022년 12월 15일","3.2420","3.3120","3.3130","3.1960","-1.91%"
"2022년 12월 14일","3.3050","3.3380","3.3510","3.2870","-2.22%"
"2022년 12월 13일","3.3800","3.3120","3.3930","3.2840","1.90%"
"2022년 12월 12일","3.3170","3.2560","3.3480","3.1910","1.34%"
"2022년 12월 09일","3.2730","3.1710","3.2740","3.1480","1.74%"
"2022년 12월 08일","3.2170","3.1710","3.2400","3.1480","1.20%"
"2022년 12월 07일","3.1790","3.1880","3.2540","3.1700","-1.12%"
"2022년 12월 06일","3.2150","3.2380","3.2610","3.1710","-0.46%"
"2022년 12월 05일","3.2300","3.2370","3.2700","3.1870","-0.52%"
"2022년 12월 02일","3.2470","3.1690","3.2820","3.1000","1.85%"
"2022년 12월 01일","3.1880","3.1600","3.2250","3.1460","-2.00%"
"2022년 11월 30일","3.2530","3.2310","3.2810","3.2070","1.56%"
"2022년 11월 29일","3.2030","3.2100","3.2730","3.1860","-1.72%"
"2022년 11월 28일","3.2590","3.2260","3.3400","3.2100","-0.72%"
"2022년 11월 27일","3.2825","3.2850","3.2850","3.2825","0.09%"
"2022년 11월 26일","3.2795","3.2795","3.2795","3.2795","0.32%"
"2022년 11월 25일","3.2690","3.2400","3.2830","3.1990","2.35%"
"2022년 11월 24일","3.1940","3.0850","3.1980","3.0510","1.08%"
"2022년 11월 23일","3.1600","3.1980","3.2320","3.1330","-0.63%"
"2022년 11월 22일","3.1800","3.2480","3.2860","3.1760","-2.06%"
"2022년 11월 21일","3.2470","3.2670","3.3150","3.1970","-0.37%"
