"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 16일","2.197","2.104","2.250","2.104","4.07%"
"2022년 12월 15일","2.111","1.876","2.156","1.855","12.47%"
"2022년 12월 14일","1.877","1.877","1.937","1.839","0.48%"
"2022년 12월 13일","1.868","1.935","1.960","1.804","-2.45%"
"2022년 12월 12일","1.915","1.886","1.926","1.852","1.70%"
"2022년 12월 09일","1.883","1.783","1.902","1.783","5.49%"
"2022년 12월 08일","1.785","1.743","1.791","1.717","2.65%"
"2022년 12월 07일","1.739","1.764","1.777","1.706","-1.25%"
"2022년 12월 06일","1.761","1.849","1.879","1.752","-4.45%"
"2022년 12월 05일","1.843","1.822","1.861","1.790","1.04%"
"2022년 12월 02일","1.824","1.767","1.834","1.689","3.23%"
"2022년 12월 01일","1.767","1.890","1.895","1.744","-7.34%"
"2022년 11월 30일","1.907","1.975","1.975","1.827","1.65%"
"2022년 11월 29일","1.876","1.975","1.975","1.827","-4.82%"
"2022년 11월 28일","1.971","1.977","2.018","1.908","0.20%"
"2022년 11월 25일","1.967","1.857","1.979","1.857","6.09%"
"2022년 11월 24일","1.854","1.928","1.928","1.794","-3.44%"
"2022년 11월 23일","1.920","1.936","1.998","1.903","-0.62%"
"2022년 11월 22일","1.932","1.936","1.974","1.916","0.57%"
"2022년 11월 21일","1.921","1.960","1.998","1.891","-1.59%"
"2022년 11월 19일","1.952","1.952","1.952","1.952","-0.36%"
