"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 20일","0.009","-0.014","0.017","-0.014","-170.83%"
"2022년 12월 19일","-0.012","-0.015","-0.001","-0.015","-41.46%"
"2022년 12월 18일","-0.021","-0.021","-0.021","-0.021","7.89%"
"2022년 12월 16일","-0.019","-0.015","-0.014","-0.020","26.67%"
"2022년 12월 15일","-0.015","-0.013","-0.010","-0.015","-21.05%"
"2022년 12월 14일","-0.019","-0.017","-0.015","-0.019","35.71%"
"2022년 12월 13일","-0.014","-0.010","-0.009","-0.015","27.27%"
"2022년 12월 12일","-0.011","-0.014","-0.009","-0.014","-18.52%"
"2022년 12월 11일","-0.014","-0.018","-0.014","-0.018","-10.00%"
"2022년 12월 09일","-0.015","-0.004","-0.004","-0.017","50.00%"
"2022년 12월 08일","-0.010","-0.015","-0.004","-0.015","0.00%"
"2022년 12월 07일","-0.010","-0.011","-0.004","-0.015","-33.33%"
"2022년 12월 06일","-0.015","-0.020","-0.009","-0.020","-37.50%"
"2022년 12월 05일","-0.024","-0.024","-0.019","-0.025","-7.69%"
"2022년 12월 04일","-0.026","-0.026","-0.026","-0.026","8.33%"
"2022년 12월 02일","-0.024","-0.029","-0.024","-0.029","-17.24%"
"2022년 12월 01일","-0.029","-0.027","-0.024","-0.030","20.83%"
"2022년 11월 30일","-0.024","-0.013","-0.013","-0.029","-14.29%"
"2022년 11월 29일","-0.028","-0.014","-0.014","-0.033","27.27%"
"2022년 11월 28일","-0.022","-0.019","-0.018","-0.022","-4.35%"
"2022년 11월 27일","-0.023","-0.023","-0.023","-0.023","4.55%"
"2022년 11월 25일","-0.022","-0.018","-0.017","-0.024","-4.35%"
"2022년 11월 24일","-0.023","-0.017","-0.016","-0.028","-9.80%"
"2022년 11월 23일","-0.025","-0.024","-0.024","-0.025","27.50%"
"2022년 11월 22일","-0.020","-0.006","-0.005","-0.022","53.85%"
"2022년 11월 21일","-0.013","-0.014","-0.011","-0.021","-38.10%"
"2022년 11월 20일","-0.021","-0.023","-0.021","-0.023","10.53%"
