"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 20일","0.371","0.228","0.391","0.228","59.78%"
"2022년 12월 19일","0.233","0.223","0.235","0.223","3.56%"
"2022년 12월 18일","0.225","0.215","0.225","0.215","1.13%"
"2022년 12월 16일","0.222","0.226","0.231","0.217","0.45%"
"2022년 12월 15일","0.221","0.225","0.237","0.221","4.74%"
"2022년 12월 14일","0.211","0.211","0.226","0.208","-4.95%"
"2022년 12월 13일","0.222","0.216","0.225","0.211","2.78%"
"2022년 12월 12일","0.216","0.204","0.228","0.204","1.89%"
"2022년 12월 11일","0.212","0.195","0.212","0.195","3.92%"
"2022년 12월 09일","0.204","0.200","0.210","0.190","2.00%"
"2022년 12월 08일","0.200","0.167","0.204","0.162","8.11%"
"2022년 12월 07일","0.185","0.200","0.203","0.180","-11.90%"
"2022년 12월 06일","0.210","0.214","0.217","0.200","0.48%"
"2022년 12월 05일","0.209","0.195","0.212","0.194","8.29%"
"2022년 12월 04일","0.193","0.188","0.193","0.188","-5.39%"
"2022년 12월 02일","0.204","0.183","0.209","0.174","2.51%"
"2022년 12월 01일","0.199","0.200","0.202","0.183","-6.57%"
"2022년 11월 30일","0.213","0.205","0.216","0.204","0.95%"
"2022년 11월 29일","0.211","0.201","0.217","0.199","11.64%"
"2022년 11월 28일","0.189","0.202","0.202","0.186","-3.08%"
"2022년 11월 27일","0.195","0.193","0.195","0.193","1.56%"
"2022년 11월 25일","0.192","0.161","0.201","0.161","24.68%"
"2022년 11월 24일","0.154","0.154","0.155","0.146","4.05%"
"2022년 11월 23일","0.148","0.154","0.154","0.148","-9.20%"
"2022년 11월 22일","0.163","0.161","0.163","0.158","7.24%"
"2022년 11월 21일","0.152","0.162","0.164","0.151","-3.49%"
"2022년 11월 20일","0.157","0.155","0.157","0.155","5.00%"
