"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 20일","2.688","2.681","2.707","2.681","-3.05%"
"2022년 12월 19일","2.772","2.722","2.772","2.630","1.65%"
"2022년 12월 16일","2.727","2.712","2.773","2.629","3.41%"
"2022년 12월 15일","2.637","2.480","2.691","2.460","4.06%"
"2022년 12월 14일","2.534","2.534","2.563","2.445","-0.63%"
"2022년 12월 13일","2.550","2.558","2.567","2.425","0.35%"
"2022년 12월 12일","2.541","2.524","2.541","2.420","5.39%"
"2022년 12월 09일","2.411","2.342","2.430","2.295","1.22%"
"2022년 12월 08일","2.382","2.312","2.394","2.281","-0.04%"
"2022년 12월 07일","2.383","2.350","2.387","2.257","0.51%"
"2022년 12월 06일","2.371","2.343","2.398","2.274","-0.29%"
"2022년 12월 05일","2.378","2.337","2.442","2.290","-1.41%"
"2022년 12월 02일","2.412","2.368","2.419","2.277","0.63%"
"2022년 12월 01일","2.397","2.418","2.422","2.292","-1.56%"
"2022년 11월 30일","2.435","2.377","2.458","2.334","0.29%"
"2022년 11월 29일","2.428","2.411","2.445","2.291","0.83%"
"2022년 11월 28일","2.408","2.416","2.474","2.341","-0.91%"
"2022년 11월 25일","2.430","2.426","2.439","2.325","0.91%"
"2022년 11월 24일","2.408","2.403","2.421","2.295","-0.58%"
"2022년 11월 23일","2.422","2.430","2.438","2.319","0.67%"
"2022년 11월 22일","2.406","2.411","2.421","2.304","0.71%"
"2022년 11월 21일","2.389","2.453","2.458","2.290","-1.65%"
