"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 19일","2.448","2.438","2.461","2.419","0.39%"
"2022년 12월 16일","2.439","2.443","2.519","2.437","3.57%"
"2022년 12월 15일","2.355","2.204","2.422","2.122","10.05%"
"2022년 12월 14일","2.140","2.123","2.207","2.111","-0.47%"
"2022년 12월 13일","2.150","2.240","2.240","2.073","-3.14%"
"2022년 12월 12일","2.220","2.180","2.224","2.138","2.58%"
"2022년 12월 09일","2.164","2.089","2.189","2.081","5.09%"
"2022년 12월 08일","2.059","2.024","2.077","2.004","1.83%"
"2022년 12월 07일","2.022","2.005","2.070","1.989","-1.39%"
"2022년 12월 06일","2.050","2.149","2.149","2.032","-3.26%"
"2022년 12월 05일","2.119","2.114","2.144","2.065","1.27%"
"2022년 12월 02일","2.093","2.066","2.113","1.975","2.26%"
"2022년 12월 01일","2.047","2.081","2.123","2.027","-5.96%"
"2022년 11월 30일","2.177","2.215","2.244","2.174","0.00%"
"2022년 11월 29일","2.177","2.180","2.209","2.117","-3.75%"
"2022년 11월 28일","2.261","2.193","2.306","2.187","-0.46%"
"2022년 11월 25일","2.272","2.163","2.286","2.149","6.12%"
"2022년 11월 24일","2.141","2.134","2.160","2.070","-2.28%"
"2022년 11월 23일","2.191","2.229","2.268","2.155","0.97%"
"2022년 11월 22일","2.170","2.202","2.242","2.157","-1.09%"
"2022년 11월 21일","2.194","2.208","2.255","2.135","-0.30%"
"2022년 11월 19일","2.201","2.201","2.201","2.201","-0.61%"
