"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 16일","2.446","2.464","2.525","2.445","3.65%"
"2022년 12월 15일","2.360","2.226","2.424","2.133","10.00%"
"2022년 12월 14일","2.145","2.130","2.200","2.113","-0.70%"
"2022년 12월 13일","2.161","2.246","2.249","2.084","-2.59%"
"2022년 12월 12일","2.218","2.184","2.231","2.146","2.40%"
"2022년 12월 09일","2.166","2.106","2.205","2.105","4.19%"
"2022년 12월 08일","2.079","2.053","2.095","2.019","1.84%"
"2022년 12월 07일","2.041","2.030","2.088","2.013","-1.15%"
"2022년 12월 06일","2.065","2.178","2.178","2.045","-2.93%"
"2022년 12월 05일","2.128","2.146","2.168","2.079","0.81%"
"2022년 12월 02일","2.111","2.091","2.132","1.986","2.38%"
"2022년 12월 01일","2.062","2.108","2.139","2.037","-6.09%"
"2022년 11월 30일","2.195","2.210","2.264","2.186","0.60%"
"2022년 11월 29일","2.182","2.199","2.212","2.122","-3.42%"
"2022년 11월 28일","2.259","2.204","2.304","2.197","-2.08%"
"2022년 11월 25일","2.307","2.205","2.330","2.195","4.98%"
"2022년 11월 24일","2.198","2.159","2.241","2.117","-1.55%"
"2022년 11월 23일","2.233","2.256","2.319","2.195","0.98%"
"2022년 11월 22일","2.211","2.206","2.293","2.183","-0.05%"
"2022년 11월 21일","2.212","2.218","2.292","2.153","0.37%"
"2022년 11월 19일","2.204","2.204","2.204","2.204","-1.07%"
