"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 20일","3.9325","3.8645","3.9920","3.8645","2.70%"
"2022년 12월 19일","3.8290","3.6970","3.8310","3.6840","4.65%"
"2022년 12월 16일","3.6590","3.6570","3.7480","3.6450","1.70%"
"2022년 12월 15일","3.5980","3.6760","3.6760","3.5600","-1.83%"
"2022년 12월 14일","3.6650","3.6660","3.7320","3.6340","-0.43%"
"2022년 12월 13일","3.6810","3.5910","3.6820","3.5720","2.94%"
"2022년 12월 12일","3.5760","3.5460","3.6080","3.4630","0.76%"
"2022년 12월 09일","3.5490","3.5140","3.5590","3.4890","1.72%"
"2022년 12월 08일","3.4890","3.4450","3.5010","3.4260","1.42%"
"2022년 12월 07일","3.4400","3.4260","3.5110","3.4260","-0.55%"
"2022년 12월 06일","3.4590","3.4800","3.4960","3.4110","-0.29%"
"2022년 12월 05일","3.4690","3.5130","3.5330","3.4420","-1.64%"
"2022년 12월 02일","3.5270","3.4640","3.5610","3.3950","1.94%"
"2022년 12월 01일","3.4600","3.4210","3.4950","3.4160","-1.37%"
"2022년 11월 30일","3.5080","3.3980","3.5330","3.3920","1.95%"
"2022년 11월 29일","3.4410","3.4190","3.5000","3.4140","-1.12%"
"2022년 11월 28일","3.4800","3.4330","3.5230","3.4010","0.58%"
"2022년 11월 25일","3.4600","3.4420","3.4830","3.4010","2.00%"
"2022년 11월 24일","3.3920","3.2850","3.3980","3.2470","1.50%"
"2022년 11월 23일","3.3420","3.4920","3.4960","3.3080","-3.61%"
"2022년 11월 22일","3.4670","3.5330","3.5350","3.4600","-0.74%"
"2022년 11월 21일","3.4930","3.5770","3.6150","3.4560","-2.07%"
