"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 19일","10.265","10.175","10.285","10.175","0.64%"
"2022년 12월 16일","10.200","10.250","10.250","10.180","-0.20%"
"2022년 12월 15일","10.220","10.160","10.230","10.130","0.49%"
"2022년 12월 14일","10.170","10.150","10.180","10.100","0.20%"
"2022년 12월 13일","10.150","10.170","10.170","10.100","-0.10%"
"2022년 12월 12일","10.160","10.180","10.180","10.090","0.10%"
"2022년 12월 09일","10.150","10.110","10.160","10.110","0.20%"
"2022년 12월 08일","10.130","10.160","10.180","10.110","-0.59%"
"2022년 12월 07일","10.190","10.170","10.200","10.130","0.10%"
"2022년 12월 06일","10.180","10.200","10.210","10.150","-0.20%"
"2022년 12월 05일","10.200","10.150","10.200","10.100","0.69%"
"2022년 12월 02일","10.130","10.160","10.160","10.120","0.10%"
"2022년 12월 01일","10.120","10.140","10.140","10.070","0.10%"
"2022년 11월 30일","10.110","10.110","10.120","10.090","-0.10%"
"2022년 11월 29일","10.120","10.140","10.140","10.070","0.20%"
"2022년 11월 28일","10.100","10.160","10.160","10.050","0.40%"
"2022년 11월 25일","10.060","10.150","10.150","10.040","-0.10%"
"2022년 11월 24일","10.070","10.120","10.120","10.000","-0.30%"
"2022년 11월 23일","10.100","10.140","10.140","10.070","0.20%"
"2022년 11월 22일","10.080","10.070","10.100","9.980","0.70%"
"2022년 11월 21일","10.010","9.940","10.020","9.940","0.40%"
