"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 19일","3.556","3.537","3.565","3.537","0.59%"
"2022년 12월 18일","3.535","3.535","3.535","3.535","0.00%"
"2022년 12월 17일","3.535","3.535","3.535","3.535","-0.08%"
"2022년 12월 16일","3.538","3.547","3.568","3.535","-0.56%"
"2022년 12월 15일","3.558","3.558","3.570","3.537","0.79%"
"2022년 12월 14일","3.530","3.588","3.588","3.526","-2.62%"
"2022년 12월 13일","3.625","3.630","3.653","3.618","0.06%"
"2022년 12월 12일","3.623","3.599","3.637","3.595","1.12%"
"2022년 12월 11일","3.583","3.583","3.583","3.583","0.00%"
"2022년 12월 10일","3.583","3.583","3.583","3.583","0.00%"
"2022년 12월 09일","3.583","3.671","3.699","3.577","-2.40%"
"2022년 12월 08일","3.671","3.631","3.690","3.631","0.14%"
"2022년 12월 07일","3.666","3.641","3.668","3.636","0.88%"
"2022년 12월 06일","3.634","3.634","3.662","3.609","0.47%"
"2022년 12월 05일","3.617","3.605","3.632","3.605","0.06%"
"2022년 12월 04일","3.615","3.615","3.615","3.615","0.00%"
"2022년 12월 03일","3.615","3.615","3.615","3.615","-0.06%"
"2022년 12월 02일","3.617","3.611","3.636","3.609","-1.09%"
"2022년 12월 01일","3.657","3.630","3.670","3.609","-0.25%"
"2022년 11월 30일","3.666","3.723","3.723","3.657","-1.53%"
"2022년 11월 29일","3.723","3.674","3.731","3.653","1.44%"
"2022년 11월 28일","3.670","3.666","3.695","3.632","0.82%"
"2022년 11월 27일","3.640","3.640","3.640","3.640","0.00%"
"2022년 11월 26일","3.640","3.640","3.640","3.640","-0.19%"
"2022년 11월 25일","3.647","3.691","3.712","3.615","-1.08%"
"2022년 11월 24일","3.687","3.756","3.771","3.674","-4.46%"
"2022년 11월 23일","3.859","3.834","3.899","3.827","0.78%"
"2022년 11월 22일","3.829","3.833","3.844","3.806","-0.10%"
"2022년 11월 21일","3.833","3.817","3.840","3.775","1.21%"
"2022년 11월 20일","3.787","3.787","3.787","3.787","0.00%"
"2022년 11월 19일","3.787","3.787","3.787","3.787","-0.50%"
