"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 16일","2.4759","2.4560","2.5610","2.4450","3.67%"
"2022년 12월 15일","2.3883","2.2580","2.4460","2.1640","8.41%"
"2022년 12월 14일","2.2031","2.1640","2.2690","2.1420","0.57%"
"2022년 12월 13일","2.1907","2.2530","2.2670","2.1050","-1.59%"
"2022년 12월 12일","2.2261","2.2150","2.2380","2.1450","1.50%"
"2022년 12월 09일","2.1932","2.1020","2.2280","2.1010","5.27%"
"2022년 12월 08일","2.0835","2.0420","2.1170","2.0260","1.73%"
"2022년 12월 07일","2.0481","2.0120","2.1040","2.0010","-0.02%"
"2022년 12월 06일","2.0486","2.1540","2.1690","2.0310","-3.62%"
"2022년 12월 05일","2.1255","2.1260","2.1540","2.0670","1.69%"
"2022년 12월 02일","2.0901","2.0720","2.1390","1.9910","1.74%"
"2022년 12월 01일","2.0544","2.1090","2.1540","2.0390","-6.69%"
"2022년 11월 30일","2.2016","2.2100","2.2580","2.1840","0.75%"
"2022년 11월 29일","2.1853","2.1810","2.2310","2.1190","-3.00%"
"2022년 11월 28일","2.2529","2.1900","2.2960","2.1640","-2.01%"
"2022년 11월 25일","2.2991","2.1780","2.3070","2.1710","5.98%"
"2022년 11월 24일","2.1693","2.1740","2.1840","2.1100","-2.84%"
"2022년 11월 23일","2.2328","2.2960","2.3300","2.2100","-1.76%"
"2022년 11월 22일","2.2729","2.2920","2.3250","2.2600","-0.30%"
"2022년 11월 21일","2.2798","2.2870","2.3410","2.2370","-1.03%"
