"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 16일","8.330","8.840","8.840","8.240","-0.83%"
"2022년 12월 15일","8.400","8.150","8.400","8.010","2.69%"
"2022년 12월 14일","8.180","8.340","8.340","8.130","0.00%"
"2022년 12월 13일","8.180","8.450","8.450","8.110","-2.62%"
"2022년 12월 12일","8.400","8.500","8.500","8.370","-1.06%"
"2022년 12월 09일","8.490","8.590","8.590","8.110","0.59%"
"2022년 12월 08일","8.440","8.550","8.550","8.360","-0.71%"
"2022년 12월 07일","8.500","8.590","8.590","8.430","-0.35%"
"2022년 12월 06일","8.530","8.570","8.570","8.470","-0.12%"
"2022년 12월 05일","8.540","8.580","8.590","8.440","0.12%"
"2022년 12월 02일","8.530","8.560","8.560","8.430","0.71%"
"2022년 12월 01일","8.470","8.520","8.520","8.440","-0.12%"
"2022년 11월 30일","8.480","8.510","8.510","8.350","0.36%"
"2022년 11월 29일","8.450","8.520","8.520","8.430","0.24%"
"2022년 11월 28일","8.430","8.620","8.620","8.390","0.12%"
"2022년 11월 25일","8.420","9.900","9.900","8.360","0.12%"
"2022년 11월 24일","8.410","8.990","8.990","8.380","-0.24%"
"2022년 11월 23일","8.430","8.980","8.980","8.400","0.00%"
"2022년 11월 22일","8.430","8.470","8.520","8.380","0.36%"
"2022년 11월 21일","8.400","9.080","9.080","8.370","0.24%"
