"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 19일","0.854","0.836","0.854","0.836","1.91%"
"2022년 12월 18일","0.839","0.826","0.839","0.826","-0.53%"
"2022년 12월 16일","0.843","0.839","0.852","0.836","1.57%"
"2022년 12월 15일","0.830","0.806","0.837","0.806","4.01%"
"2022년 12월 14일","0.798","0.811","0.811","0.790","-1.60%"
"2022년 12월 13일","0.811","0.819","0.821","0.811","-0.73%"
"2022년 12월 12일","0.817","0.802","0.822","0.801","2.51%"
"2022년 12월 11일","0.797","0.789","0.797","0.789","-0.99%"
"2022년 12월 09일","0.805","0.820","0.830","0.798","-1.71%"
"2022년 12월 08일","0.819","0.823","0.833","0.808","-2.03%"
"2022년 12월 07일","0.836","0.851","0.851","0.831","-1.88%"
"2022년 12월 06일","0.852","0.837","0.857","0.831","2.90%"
"2022년 12월 05일","0.828","0.818","0.830","0.815","3.24%"
"2022년 12월 04일","0.802","0.799","0.802","0.799","-2.31%"
"2022년 12월 02일","0.821","0.817","0.825","0.808","-2.26%"
"2022년 12월 01일","0.840","0.845","0.852","0.827","-1.64%"
"2022년 11월 30일","0.854","0.857","0.865","0.853","-0.81%"
"2022년 11월 29일","0.861","0.837","0.864","0.835","3.86%"
"2022년 11월 28일","0.829","0.824","0.832","0.823","2.85%"
"2022년 11월 27일","0.806","0.804","0.806","0.804","-1.47%"
"2022년 11월 25일","0.818","0.790","0.823","0.790","4.07%"
"2022년 11월 24일","0.786","0.783","0.789","0.775","2.54%"
"2022년 11월 23일","0.766","0.772","0.772","0.766","-3.34%"
"2022년 11월 22일","0.793","0.790","0.796","0.788","0.13%"
"2022년 11월 21일","0.792","0.796","0.799","0.788","1.80%"
"2022년 11월 20일","0.778","0.780","0.780","0.778","-0.77%"
