"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 19일","3.3945","3.3960","3.3960","3.3945","-0.01%"
"2022년 12월 18일","3.3950","3.3950","3.3950","3.3950","1.13%"
"2022년 12월 17일","3.3570","3.3570","3.3570","3.3570","0.24%"
"2022년 12월 16일","3.3490","3.3140","3.4310","3.3090","2.64%"
"2022년 12월 15일","3.2630","3.3450","3.3480","3.2240","-2.10%"
"2022년 12월 14일","3.3330","3.3420","3.3710","3.3200","-1.57%"
"2022년 12월 13일","3.3860","3.2960","3.3860","3.2920","2.64%"
"2022년 12월 12일","3.2990","3.2630","3.3270","3.1960","0.58%"
"2022년 12월 09일","3.2800","3.1840","3.2820","3.1610","1.77%"
"2022년 12월 08일","3.2230","3.1840","3.2430","3.1610","1.10%"
"2022년 12월 07일","3.1880","3.2400","3.2650","3.1790","-1.51%"
"2022년 12월 06일","3.2370","3.2670","3.2760","3.1930","-0.52%"
"2022년 12월 05일","3.2540","3.2810","3.2910","3.2250","-1.00%"
"2022년 12월 02일","3.2870","3.2210","3.3150","3.1430","1.64%"
"2022년 12월 01일","3.2340","3.2220","3.2680","3.1890","-1.88%"
"2022년 11월 30일","3.2960","3.2430","3.3240","3.2380","1.95%"
"2022년 11월 29일","3.2330","3.2320","3.2890","3.2100","-1.10%"
"2022년 11월 28일","3.2690","3.2390","3.3140","3.2070","-0.70%"
"2022년 11월 27일","3.2920","3.2920","3.2920","3.2920","0.15%"
"2022년 11월 26일","3.2870","3.2870","3.2870","3.2870","0.46%"
"2022년 11월 25일","3.2720","3.2530","3.2870","3.2070","2.19%"
"2022년 11월 24일","3.2020","3.1640","3.2060","3.0600","1.23%"
"2022년 11월 23일","3.1630","3.2580","3.2680","3.1400","-2.44%"
"2022년 11월 22일","3.2420","3.3060","3.3490","3.2410","-2.20%"
"2022년 11월 21일","3.3150","3.3520","3.4010","3.2670","-0.99%"
