"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 19일","2.507","2.487","2.523","2.473","0.89%"
"2022년 12월 16일","2.486","2.485","2.570","2.481","3.65%"
"2022년 12월 15일","2.398","2.256","2.464","2.165","9.57%"
"2022년 12월 14일","2.189","2.149","2.251","2.145","0.00%"
"2022년 12월 13일","2.189","2.264","2.269","2.107","-2.64%"
"2022년 12월 12일","2.249","2.212","2.250","2.163","2.17%"
"2022년 12월 09일","2.201","2.122","2.225","2.110","5.34%"
"2022년 12월 08일","2.089","2.056","2.110","2.032","1.93%"
"2022년 12월 07일","2.050","2.028","2.097","2.011","-0.69%"
"2022년 12월 06일","2.064","2.169","2.170","2.047","-3.12%"
"2022년 12월 05일","2.130","2.130","2.162","2.075","1.39%"
"2022년 12월 02일","2.101","2.085","2.132","1.993","1.38%"
"2022년 12월 01일","2.072","2.125","2.155","2.053","-6.26%"
"2022년 11월 30일","2.211","2.239","2.278","2.208","0.00%"
"2022년 11월 29일","2.211","2.217","2.245","2.153","-3.60%"
"2022년 11월 28일","2.294","2.230","2.337","2.218","2.20%"
"2022년 11월 25일","2.244","2.125","2.267","2.125","5.87%"
"2022년 11월 24일","2.120","2.120","2.165","2.052","-3.31%"
"2022년 11월 23일","2.193","2.223","2.264","2.148","0.27%"
"2022년 11월 22일","2.187","2.203","2.254","2.157","-0.70%"
"2022년 11월 21일","2.202","2.229","2.274","2.142","-0.26%"
"2022년 11월 19일","2.208","2.208","2.208","2.208","-0.43%"
