"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 20일","2.214","2.161","2.247","2.161","3.07%"
"2022년 12월 19일","2.148","2.126","2.178","2.121","0.59%"
"2022년 12월 16일","2.136","2.106","2.196","2.096","3.44%"
"2022년 12월 15일","2.065","1.903","2.103","1.847","10.37%"
"2022년 12월 14일","1.871","1.855","1.930","1.830","0.75%"
"2022년 12월 13일","1.857","1.919","1.941","1.796","-2.11%"
"2022년 12월 12일","1.897","1.881","1.906","1.837","1.34%"
"2022년 12월 09일","1.872","1.777","1.894","1.768","5.76%"
"2022년 12월 08일","1.770","1.724","1.782","1.707","2.37%"
"2022년 12월 07일","1.729","1.728","1.770","1.694","-0.80%"
"2022년 12월 06일","1.743","1.831","1.872","1.738","-4.60%"
"2022년 12월 05일","1.827","1.800","1.843","1.766","1.33%"
"2022년 12월 02일","1.803","1.771","1.818","1.691","2.10%"
"2022년 12월 01일","1.766","1.855","1.857","1.743","-7.10%"
"2022년 11월 30일","1.901","1.877","1.934","1.876","1.60%"
"2022년 11월 29일","1.871","1.920","1.929","1.829","-4.39%"
"2022년 11월 28일","1.957","1.898","1.999","1.884","0.77%"
"2022년 11월 25일","1.942","1.844","1.956","1.825","6.59%"
"2022년 11월 24일","1.822","1.885","1.893","1.773","-3.80%"
"2022년 11월 23일","1.894","1.942","1.987","1.881","-2.02%"
"2022년 11월 22일","1.933","1.944","1.975","1.918","0.42%"
"2022년 11월 21일","1.925","1.954","2.001","1.898","-1.48%"
