"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 19일","2.1780","2.1625","2.2000","2.1425","1.49%"
"2022년 12월 18일","2.1460","2.1460","2.1460","2.1460","-0.60%"
"2022년 12월 16일","2.1590","2.1030","2.2080","2.0960","3.20%"
"2022년 12월 15일","2.0920","1.9570","2.1180","1.9090","7.95%"
"2022년 12월 14일","1.9380","1.9060","1.9950","1.8850","1.57%"
"2022년 12월 13일","1.9080","1.9510","1.9860","1.8490","-1.40%"
"2022년 12월 12일","1.9350","1.9320","1.9500","1.8790","0.36%"
"2022년 12월 10일","1.9280","1.9280","1.9280","1.9280","0.26%"
"2022년 12월 09일","1.9230","1.8190","1.9410","1.8190","5.66%"
"2022년 12월 08일","1.8200","1.7860","1.8390","1.7630","2.08%"
"2022년 12월 07일","1.7830","1.7830","1.8340","1.7530","-0.72%"
"2022년 12월 06일","1.7960","1.8910","1.9160","1.7940","-4.67%"
"2022년 12월 05일","1.8840","1.8580","1.9010","1.8170","1.56%"
"2022년 12월 02일","1.8550","1.8260","1.8720","1.7600","1.76%"
"2022년 12월 01일","1.8230","1.8630","1.8730","1.7950","-6.22%"
"2022년 11월 30일","1.9440","1.9180","1.9730","1.9150","1.62%"
"2022년 11월 29일","1.9130","1.9560","1.9740","1.8760","-3.97%"
"2022년 11월 28일","1.9920","1.9810","2.0300","1.9120","1.17%"
"2022년 11월 25일","1.9690","1.8670","1.9850","1.8540","6.61%"
"2022년 11월 24일","1.8470","1.9080","1.9120","1.8020","-3.90%"
"2022년 11월 23일","1.9220","1.9850","2.0300","1.9080","-3.03%"
"2022년 11월 22일","1.9820","1.9970","2.0280","1.9690","0.25%"
"2022년 11월 21일","1.9770","2.0060","2.0590","1.9530","-1.64%"
"2022년 11월 19일","2.0100","2.0100","2.0100","2.0100","-0.40%"
