"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 19일","1.265","1.241","1.268","1.224","-1.59%"
"2022년 12월 16일","1.286","1.243","1.286","1.238","6.02%"
"2022년 12월 15일","1.213","1.178","1.232","1.111","5.30%"
"2022년 12월 14일","1.152","1.170","1.207","1.147","-1.54%"
"2022년 12월 13일","1.170","1.270","1.270","1.143","-2.01%"
"2022년 12월 12일","1.194","1.202","1.202","1.143","0.93%"
"2022년 12월 09일","1.183","1.095","1.183","1.043","11.92%"
"2022년 12월 08일","1.057","1.063","1.079","1.030","2.72%"
"2022년 12월 07일","1.029","0.974","1.077","0.974","2.80%"
"2022년 12월 06일","1.001","1.105","1.105","0.996","-7.83%"
"2022년 12월 05일","1.086","1.056","1.086","1.025","3.82%"
"2022년 12월 02일","1.046","1.055","1.073","0.990","-0.57%"
"2022년 12월 01일","1.052","1.094","1.094","1.026","-5.90%"
"2022년 11월 30일","1.118","1.074","1.138","1.074","5.47%"
"2022년 11월 29일","1.060","1.015","1.066","1.002","1.05%"
"2022년 11월 28일","1.049","1.027","1.085","1.021","-2.24%"
"2022년 11월 25일","1.073","0.954","1.075","0.954","13.07%"
"2022년 11월 24일","0.949","0.963","0.975","0.928","-4.33%"
"2022년 11월 23일","0.992","1.029","1.052","0.992","-2.36%"
"2022년 11월 22일","1.016","1.045","1.045","1.000","2.01%"
"2022년 11월 21일","0.996","1.036","1.062","0.984","-4.87%"
