"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 20일","1.281","1.250","1.291","1.250","5.70%"
"2022년 12월 19일","1.212","1.168","1.222","1.155","0.21%"
"2022년 12월 16일","1.209","1.210","1.247","1.172","2.20%"
"2022년 12월 15일","1.183","1.158","1.214","1.118","4.78%"
"2022년 12월 14일","1.129","1.125","1.183","1.117","0.89%"
"2022년 12월 13일","1.119","1.092","1.153","1.067","2.47%"
"2022년 12월 12일","1.092","1.109","1.109","1.052","2.92%"
"2022년 12월 09일","1.061","1.018","1.120","1.001","5.47%"
"2022년 12월 08일","1.006","1.008","1.030","0.989","-0.20%"
"2022년 12월 07일","1.008","0.969","1.046","0.969","1.41%"
"2022년 12월 06일","0.994","1.100","1.100","0.988","-7.10%"
"2022년 12월 05일","1.070","1.043","1.077","1.013","2.98%"
"2022년 12월 02일","1.039","1.071","1.084","0.993","-1.80%"
"2022년 12월 01일","1.058","1.112","1.128","1.053","-6.21%"
"2022년 11월 30일","1.128","1.128","1.166","1.127","1.26%"
"2022년 11월 29일","1.114","1.055","1.123","1.055","0.63%"
"2022년 11월 28일","1.107","1.073","1.133","1.068","-1.34%"
"2022년 11월 25일","1.122","1.011","1.124","1.011","11.75%"
"2022년 11월 24일","1.004","1.009","1.029","0.973","-3.00%"
"2022년 11월 23일","1.035","1.086","1.095","1.033","-3.54%"
"2022년 11월 22일","1.073","1.129","1.141","1.067","-2.10%"
"2022년 11월 21일","1.096","1.136","1.167","1.085","-3.35%"
