"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 19일","2.965","2.932","2.980","2.913","1.26%"
"2022년 12월 16일","2.928","2.878","2.987","2.877","3.35%"
"2022년 12월 15일","2.833","2.775","2.882","2.703","3.77%"
"2022년 12월 14일","2.730","2.628","2.751","2.614","3.25%"
"2022년 12월 13일","2.644","2.662","2.687","2.537","0.04%"
"2022년 12월 12일","2.643","2.663","2.669","2.579","-0.08%"
"2022년 12월 09일","2.645","2.569","2.673","2.567","3.32%"
"2022년 12월 08일","2.560","2.549","2.598","2.519","0.91%"
"2022년 12월 07일","2.537","2.505","2.600","2.500","-0.08%"
"2022년 12월 06일","2.539","2.615","2.619","2.528","-2.31%"
"2022년 12월 05일","2.599","2.610","2.632","2.551","0.39%"
"2022년 12월 02일","2.589","2.595","2.634","2.549","0.23%"
"2022년 12월 01일","2.583","2.620","2.668","2.567","-3.87%"
"2022년 11월 30일","2.687","2.705","2.743","2.674","0.19%"
"2022년 11월 29일","2.682","2.703","2.735","2.655","-2.51%"
"2022년 11월 28일","2.751","2.681","2.790","2.673","1.05%"
"2022년 11월 25일","2.722","2.602","2.750","2.602","4.75%"
"2022년 11월 24일","2.599","2.621","2.645","2.569","-3.02%"
"2022년 11월 23일","2.680","2.805","2.836","2.655","-3.61%"
"2022년 11월 22일","2.780","2.815","2.841","2.768","-0.55%"
"2022년 11월 21일","2.795","2.813","2.870","2.759","-1.43%"
