"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 19일","3.3485","3.3485","3.3485","3.3485","-0.01%"
"2022년 12월 18일","3.3490","3.3490","3.3490","3.3490","1.15%"
"2022년 12월 17일","3.3110","3.3110","3.3110","3.3110","0.12%"
"2022년 12월 16일","3.3070","3.2730","3.3930","3.2630","2.86%"
"2022년 12월 15일","3.2150","3.2850","3.2900","3.1690","-1.89%"
"2022년 12월 14일","3.2770","3.3140","3.3540","3.2610","-2.50%"
"2022년 12월 13일","3.3610","3.2870","3.3710","3.2700","1.91%"
"2022년 12월 12일","3.2980","3.2310","3.3280","3.1820","1.51%"
"2022년 12월 09일","3.2490","3.1890","3.2500","3.1800","2.04%"
"2022년 12월 08일","3.1840","3.1140","3.1930","3.1030","1.66%"
"2022년 12월 07일","3.1320","3.1260","3.2210","3.1140","-0.82%"
"2022년 12월 06일","3.1580","3.2110","3.2320","3.1140","-1.68%"
"2022년 12월 05일","3.2120","3.2100","3.2510","3.1700","-0.50%"
"2022년 12월 02일","3.2280","3.1430","3.2620","3.0860","1.99%"
"2022년 12월 01일","3.1650","3.1030","3.2040","3.1010","-1.25%"
"2022년 11월 30일","3.2050","3.1740","3.3110","3.1560","1.68%"
"2022년 11월 29일","3.1520","3.1530","3.2210","3.1230","-1.68%"
"2022년 11월 28일","3.2060","3.1550","3.2800","3.1260","-0.05%"
"2022년 11월 27일","3.2075","3.2075","3.2075","3.2075","0.14%"
"2022년 11월 26일","3.2030","3.2030","3.2030","3.2030","0.06%"
"2022년 11월 25일","3.2010","3.1590","3.2360","3.1250","2.63%"
"2022년 11월 24일","3.1190","2.9980","3.1250","2.9720","1.07%"
"2022년 11월 23일","3.0860","3.1180","3.1520","3.0590","-0.64%"
"2022년 11월 22일","3.1060","3.1720","3.2090","3.1030","-2.20%"
"2022년 11월 21일","3.1760","3.1630","3.3390","3.1200","0.67%"
