"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 20일","2.339","2.334","2.368","2.307","2.09%"
"2022년 12월 19일","2.292","2.291","2.317","2.277","-0.77%"
"2022년 12월 16일","2.309","2.321","2.374","2.287","2.89%"
"2022년 12월 15일","2.244","2.075","2.297","2.010","11.70%"
"2022년 12월 14일","2.009","2.014","2.047","1.981","-0.24%"
"2022년 12월 13일","2.014","2.093","2.108","1.959","-3.02%"
"2022년 12월 12일","2.077","2.029","2.077","2.021","2.40%"
"2022년 12월 09일","2.028","1.972","2.050","1.950","4.13%"
"2022년 12월 08일","1.948","1.888","1.948","1.876","2.86%"
"2022년 12월 07일","1.894","1.918","1.927","1.866","-1.46%"
"2022년 12월 06일","1.922","2.004","2.031","1.900","-3.18%"
"2022년 12월 05일","1.985","1.979","2.021","1.948","0.34%"
"2022년 12월 02일","1.978","1.934","1.986","1.835","3.61%"
"2022년 12월 01일","1.909","1.985","1.985","1.875","-5.54%"
"2022년 11월 30일","2.021","2.021","2.053","1.914","2.40%"
"2022년 11월 29일","1.974","2.021","2.039","1.914","-4.30%"
"2022년 11월 28일","2.062","2.047","2.113","2.026","-0.66%"
"2022년 11월 25일","2.076","2.009","2.097","1.999","3.97%"
"2022년 11월 24일","1.997","2.032","2.043","1.928","-2.08%"
"2022년 11월 23일","2.039","2.036","2.098","2.020","0.83%"
"2022년 11월 22일","2.023","2.028","2.064","2.004","0.71%"
"2022년 11월 21일","2.009","2.034","2.069","1.979","-0.67%"
