"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 16일","2.119","2.043","2.143","2.039","4.27%"
"2022년 12월 15일","2.033","1.970","2.066","1.929","4.28%"
"2022년 12월 14일","1.949","1.877","1.975","1.855","3.90%"
"2022년 12월 13일","1.876","1.890","1.927","1.811","0.14%"
"2022년 12월 12일","1.873","1.885","1.893","1.823","-0.44%"
"2022년 12월 09일","1.882","1.782","1.896","1.781","5.25%"
"2022년 12월 08일","1.788","1.778","1.818","1.753","0.53%"
"2022년 12월 07일","1.778","1.762","1.819","1.734","0.29%"
"2022년 12월 06일","1.773","1.839","1.867","1.764","-3.69%"
"2022년 12월 05일","1.841","1.837","1.862","1.783","0.09%"
"2022년 12월 02일","1.839","1.852","1.865","1.791","-0.72%"
"2022년 12월 01일","1.853","1.902","1.913","1.826","-5.31%"
"2022년 11월 30일","1.957","1.949","1.985","1.932","0.90%"
"2022년 11월 29일","1.939","1.996","2.014","1.922","-3.95%"
"2022년 11월 28일","2.019","2.018","2.052","1.943","0.88%"
"2022년 11월 25일","2.001","1.931","2.020","1.915","4.99%"
"2022년 11월 24일","1.906","1.980","1.988","1.883","-4.14%"
"2022년 11월 23일","1.988","2.086","2.112","1.977","-4.26%"
"2022년 11월 22일","2.077","2.104","2.122","2.066","0.06%"
"2022년 11월 21일","2.076","2.103","2.159","2.052","-1.75%"
"2022년 11월 19일","2.112","2.112","2.112","2.112","-0.14%"
