"날짜","종가","오픈","고가","저가","변동 %"
"2022년 12월 19일","1.194","1.144","1.196","1.144","-0.25%"
"2022년 12월 16일","1.197","1.162","1.206","1.162","6.31%"
"2022년 12월 15일","1.126","1.063","1.128","1.021","7.44%"
"2022년 12월 14일","1.048","1.057","1.097","1.038","-0.76%"
"2022년 12월 13일","1.056","1.168","1.173","1.023","-2.13%"
"2022년 12월 12일","1.079","1.074","1.079","1.034","3.55%"
"2022년 12월 09일","1.042","0.971","1.062","0.963","8.65%"
"2022년 12월 08일","0.959","0.941","0.972","0.933","0.95%"
"2022년 12월 07일","0.950","0.891","0.969","0.891","3.49%"
"2022년 12월 06일","0.918","1.026","1.026","0.918","-6.04%"
"2022년 12월 05일","0.977","0.970","0.988","0.929","1.66%"
"2022년 12월 02일","0.961","0.924","0.971","0.881","3.56%"
"2022년 12월 01일","0.928","0.976","0.976","0.922","-8.03%"
"2022년 11월 30일","1.009","0.996","1.026","0.973","5.54%"
"2022년 11월 29일","0.956","0.920","0.971","0.900","-3.73%"
"2022년 11월 28일","0.993","0.941","1.002","0.938","-0.80%"
"2022년 11월 25일","1.001","0.872","1.001","0.872","12.47%"
"2022년 11월 24일","0.890","0.888","0.916","0.852","-3.16%"
"2022년 11월 23일","0.919","0.965","0.973","0.914","-2.96%"
"2022년 11월 22일","0.947","0.940","0.960","0.908","3.61%"
"2022년 11월 21일","0.914","0.893","0.946","0.878","1.11%"
